condition,scene_code,transition,probability
RAW,PTL,R->R,0
RAW,PTL,L->L,0.5
RAW,PTL,L->C,0.5
RAW,PTL,L->R,0
RAW,PTL,C->L,0.02
RAW,PTL,C->C,0.97333333333333338
RAW,PTL,C->R,0.0066666666666666003
RAW,PTL,R->L,0.5
RAW,PTL,R->C,0
RAW,PTL,R->R,0.5
RAW,PTL,L->L,0.91666666666666663
RAW,PTL,L->C,0
RAW,PTL,L->R,0.083333333333333301
RAW,PTL,C->L,0.14285714285714279
RAW,PTL,C->C,0.8571428571428571
RAW,PTL,C->R,0
RAW,PTL,R->L,1
RAW,PTL,R->C,0
RAW,PTL,R->R,0
RAW,PTL,L->L,0.7142857142857143
RAW,PTL,L->C,0.14285714285714279
RAW,PTL,L->R,0.14285714285714279
RAW,PTL,C->L,0.22222222222222221
RAW,PTL,C->C,0.77777777777777779
RAW,PTL,C->R,0
RAW,PTL,R->L,0
RAW,PTL,R->C,0
RAW,PTL,R->R,1
RAW,PTL,L->L,0
RAW,PTL,L->C,0
RAW,PTL,L->R,0
RAW,PTL,C->L,0
RAW,PTL,C->C,1
RAW,PTL,C->R,0
RAW,PTL,R->L,0
RAW,PTL,R->C,0
RAW,PTL,R->R,0
RAW,PTL,L->L,0.625
RAW,PTL,L->C,0.375
RAW,PTL,L->R,0
RAW,PTL,C->L,0.080000000000000002
RAW,PTL,C->C,0.90000000000000002
RAW,PTL,C->R,0.02
RAW,PTL,R->L,0
RAW,PTL,R->C,1
RAW,PTL,R->R,0
RAW,PTL,L->L,0.5
RAW,PTL,L->C,0.5
RAW,PTL,L->R,0
RAW,PTL,C->L,0.1111111111111111
RAW,PTL,C->C,0.88888888888888884
RAW,PTL,C->R,0
RAW,PTL,R->L,0
RAW,PTL,R->C,0
RAW,PTL,R->R,0
RAW,PTL,L->L,0.5
RAW,PTL,L->C,0.5
RAW,PTL,L->R,0
RAW,PTL,C->L,0.038461538461538401
RAW,PTL,C->C,0.9423076923076924
RAW,PTL,C->R,0.019230769230769201
RAW,PTL,R->L,0
RAW,PTL,R->C,1
RAW,PTL,R->R,0
RAW,PTL,L->L,0.69999999999999996
RAW,PTL,L->C,0.29999999999999999
RAW,PTL,L->R,0
RAW,PTL,C->L,0.033057851239669402
RAW,PTL,C->C,0.94214876033057837
RAW,PTL,C->R,0.024793388429752001
RAW,PTL,R->L,0
RAW,PTL,R->C,0.59999999999999998
RAW,PTL,R->R,0.40000000000000002
HUD,PTL,L->L,0
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0.083333333333333301
HUD,PTL,C->C,0.91666666666666663
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.20000000000000001
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.10000000000000001
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0.10000000000000001
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.33333333333333331
HUD,PTL,L->R,0
HUD,PTL,C->L,0
HUD,PTL,C->C,0.7142857142857143
HUD,PTL,C->R,0.2857142857142857
HUD,PTL,R->L,0.40000000000000002
HUD,PTL,R->C,0
HUD,PTL,R->R,0.59999999999999998
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1666666666666666
HUD,PTL,C->C,0.66666666666666663
HUD,PTL,C->R,0.1666666666666666
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.33333333333333331
HUD,PTL,L->C,0.66666666666666663
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1111111111111111
HUD,PTL,C->C,0.55555555555555558
HUD,PTL,C->R,0.33333333333333331
HUD,PTL,R->L,0.20000000000000001
HUD,PTL,R->C,0.40000000000000002
HUD,PTL,R->R,0.40000000000000002
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.20000000000000001
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.59999999999999998
HUD,PTL,L->C,0.29999999999999999
HUD,PTL,L->R,0.10000000000000001
HUD,PTL,C->L,0.086956521739130405
HUD,PTL,C->C,0.86956521739130432
HUD,PTL,C->R,0.043478260869565202
HUD,PTL,R->L,0
HUD,PTL,R->C,0.59999999999999998
HUD,PTL,R->R,0.40000000000000002
HUD,PTL,L->L,0.80769230769230771
HUD,PTL,L->C,0.19230769230769229
HUD,PTL,L->R,0
HUD,PTL,C->L,0.080000000000000002
HUD,PTL,C->C,0.76000000000000001
HUD,PTL,C->R,0.16
HUD,PTL,R->L,0
HUD,PTL,R->C,0.38709677419354838
HUD,PTL,R->R,0.61290322580645162
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.037037037037037
HUD,PTL,C->C,0.92592592592592604
HUD,PTL,C->R,0.037037037037037
HUD,PTL,R->L,0
HUD,PTL,R->C,0.5
HUD,PTL,R->R,0.5
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.1666666666666666
HUD,PTL,L->R,0.1666666666666666
HUD,PTL,C->L,0.1538461538461538
HUD,PTL,C->C,0.84615384615384615
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,1
HUD,PTL,R->R,0
HUD,PTL,L->L,0.84375
HUD,PTL,L->C,0.125
HUD,PTL,L->R,0.03125
HUD,PTL,C->L,0.125
HUD,PTL,C->C,0.75
HUD,PTL,C->R,0.125
HUD,PTL,R->L,0.22222222222222221
HUD,PTL,R->C,0.33333333333333331
HUD,PTL,R->R,0.44444444444444442
HUD,PTL,L->L,0.40000000000000002
HUD,PTL,L->C,0.40000000000000002
HUD,PTL,L->R,0.20000000000000001
HUD,PTL,C->L,0.125
HUD,PTL,C->C,0.5
HUD,PTL,C->R,0.375
HUD,PTL,R->L,0.42857142857142849
HUD,PTL,R->C,0.14285714285714279
HUD,PTL,R->R,0.42857142857142849
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.33333333333333331
HUD,PTL,L->R,0
HUD,PTL,C->L,0.10000000000000001
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0.10000000000000001
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,1
HUD,PTL,L->L,0.81818181818181823
HUD,PTL,L->C,0.1818181818181818
HUD,PTL,L->R,0
HUD,PTL,C->L,0.22222222222222221
HUD,PTL,C->C,0.66666666666666663
HUD,PTL,C->R,0.1111111111111111
HUD,PTL,R->L,1
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.8571428571428571
HUD,PTL,L->C,0.14285714285714279
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1111111111111111
HUD,PTL,C->C,0.77777777777777779
HUD,PTL,C->R,0.1111111111111111
HUD,PTL,R->L,0.20000000000000001
HUD,PTL,R->C,0
HUD,PTL,R->R,0.80000000000000004
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.0769230769230769
HUD,PTL,C->C,0.92307692307692324
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.83999999999999997
HUD,PTL,L->C,0.16
HUD,PTL,L->R,0
HUD,PTL,C->L,0.17857142857142849
HUD,PTL,C->C,0.7857142857142857
HUD,PTL,C->R,0.035714285714285698
HUD,PTL,R->L,0
HUD,PTL,R->C,0.5
HUD,PTL,R->R,0.5
HUD,PTL,L->L,0.5714285714285714
HUD,PTL,L->C,0.42857142857142849
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1578947368421052
HUD,PTL,C->C,0.84210526315789469
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1063829787234042
HUD,PTL,C->C,0.8936170212765957
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.80000000000000004
HUD,PTL,L->C,0.20000000000000001
HUD,PTL,L->R,0
HUD,PTL,C->L,0.016949152542372801
HUD,PTL,C->C,0.9576271186440678
HUD,PTL,C->R,0.025423728813559299
HUD,PTL,R->L,0
HUD,PTL,R->C,0.75
HUD,PTL,R->R,0.25
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.125
HUD,PTL,C->C,0.875
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.75
HUD,PTL,L->C,0.25
HUD,PTL,L->R,0
HUD,PTL,C->L,0.014492753623188401
HUD,PTL,C->C,0.98550724637681164
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0
HUD,PTL,C->C,1
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0
HUD,PTL,C->C,1
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.83333333333333337
HUD,PTL,L->C,0.1666666666666666
HUD,PTL,L->R,0
HUD,PTL,C->L,0.057142857142857099
HUD,PTL,C->C,0.94285714285714284
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,1
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0.0625
HUD,PTL,C->C,0.9375
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,1
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0.043478260869565202
HUD,PTL,C->C,0.95652173913043481
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,1
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1666666666666666
HUD,PTL,C->C,0.83333333333333337
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.75
HUD,PTL,L->C,0.25
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1818181818181818
HUD,PTL,C->C,0.72727272727272729
HUD,PTL,C->R,0.090909090909090898
HUD,PTL,R->L,0
HUD,PTL,R->C,0.5
HUD,PTL,R->R,0.5
HUD,PTL,L->L,0.25
HUD,PTL,L->C,0.75
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1666666666666666
HUD,PTL,C->C,0.83333333333333337
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.83333333333333337
HUD,PTL,L->C,0.1666666666666666
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1111111111111111
HUD,PTL,C->C,0.88888888888888884
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.33333333333333331
HUD,PTL,L->R,0
HUD,PTL,C->L,0.090909090909090898
HUD,PTL,C->C,0.81818181818181823
HUD,PTL,C->R,0.090909090909090898
HUD,PTL,R->L,0.33333333333333331
HUD,PTL,R->C,0
HUD,PTL,R->R,0.66666666666666663
HUD,PTL,L->L,1
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0.090909090909090898
HUD,PTL,C->C,0.90909090909090917
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.33333333333333331
HUD,PTL,L->R,0
HUD,PTL,C->L,0.090909090909090898
HUD,PTL,C->C,0.90909090909090917
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,1
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0.33333333333333331
HUD,PTL,C->C,0.66666666666666663
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.5
HUD,PTL,C->C,0.5
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.33333333333333331
HUD,PTL,L->C,0.66666666666666663
HUD,PTL,L->R,0
HUD,PTL,C->L,0.55555555555555558
HUD,PTL,C->C,0.44444444444444442
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.10000000000000001
HUD,PTL,C->C,0.90000000000000002
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.33333333333333331
HUD,PTL,L->R,0
HUD,PTL,C->L,0.071428571428571397
HUD,PTL,C->C,0.9285714285714286
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.2857142857142857
HUD,PTL,C->C,0.7142857142857143
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.20000000000000001
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.92307692307692324
HUD,PTL,L->C,0.0769230769230769
HUD,PTL,L->R,0
HUD,PTL,C->L,0.66666666666666663
HUD,PTL,C->C,0.33333333333333331
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.25
HUD,PTL,L->C,0.75
HUD,PTL,L->R,0
HUD,PTL,C->L,0.44444444444444442
HUD,PTL,C->C,0.55555555555555558
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.8571428571428571
HUD,PTL,L->C,0.14285714285714279
HUD,PTL,L->R,0
HUD,PTL,C->L,0.40000000000000002
HUD,PTL,C->C,0.59999999999999998
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.65625
HUD,PTL,L->C,0.34375
HUD,PTL,L->R,0
HUD,PTL,C->L,0.36666666666666659
HUD,PTL,C->C,0.53333333333333333
HUD,PTL,C->R,0.10000000000000001
HUD,PTL,R->L,0.25
HUD,PTL,R->C,0.5
HUD,PTL,R->R,0.25
HUD,PTL,L->L,0.58333333333333337
HUD,PTL,L->C,0.41666666666666669
HUD,PTL,L->R,0
HUD,PTL,C->L,0.40000000000000002
HUD,PTL,C->C,0.59999999999999998
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5714285714285714
HUD,PTL,L->C,0.42857142857142849
HUD,PTL,L->R,0
HUD,PTL,C->L,0.085714285714285701
HUD,PTL,C->C,0.88571428571428568
HUD,PTL,C->R,0.028571428571428501
HUD,PTL,R->L,0
HUD,PTL,R->C,1
HUD,PTL,R->R,0
HUD,PTL,L->L,0.84615384615384615
HUD,PTL,L->C,0.1538461538461538
HUD,PTL,L->R,0
HUD,PTL,C->L,0.049180327868852403
HUD,PTL,C->C,0.88524590163934425
HUD,PTL,C->R,0.065573770491803199
HUD,PTL,R->L,0
HUD,PTL,R->C,0.5714285714285714
HUD,PTL,R->R,0.42857142857142849
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.20000000000000001
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.88888888888888884
HUD,PTL,L->C,0.1111111111111111
HUD,PTL,L->R,0
HUD,PTL,C->L,0.66666666666666663
HUD,PTL,C->C,0.33333333333333331
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.59999999999999998
HUD,PTL,L->C,0.40000000000000002
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1666666666666666
HUD,PTL,C->C,0.75
HUD,PTL,C->R,0.083333333333333301
HUD,PTL,R->L,0
HUD,PTL,R->C,1
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.29999999999999999
HUD,PTL,C->C,0.5
HUD,PTL,C->R,0.20000000000000001
HUD,PTL,R->L,0
HUD,PTL,R->C,0.25
HUD,PTL,R->R,0.75
HUD,PTL,L->L,0.625
HUD,PTL,L->C,0.375
HUD,PTL,L->R,0
HUD,PTL,C->L,0.27272727272727271
HUD,PTL,C->C,0.54545454545454541
HUD,PTL,C->R,0.1818181818181818
HUD,PTL,R->L,0
HUD,PTL,R->C,0.66666666666666663
HUD,PTL,R->R,0.33333333333333331
HUD,PTL,L->L,1
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0.5
HUD,PTL,C->C,0.5
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.90000000000000002
HUD,PTL,L->C,0.10000000000000001
HUD,PTL,L->R,0
HUD,PTL,C->L,0.14285714285714279
HUD,PTL,C->C,0.7142857142857143
HUD,PTL,C->R,0.14285714285714279
HUD,PTL,R->L,0
HUD,PTL,R->C,0.5
HUD,PTL,R->R,0.5
HUD,PTL,L->L,0.75
HUD,PTL,L->C,0.25
HUD,PTL,L->R,0
HUD,PTL,C->L,0.046511627906976702
HUD,PTL,C->C,0.95348837209302317
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.0075757575757574996
HUD,PTL,C->C,0.99242424242424243
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.035714285714285698
HUD,PTL,C->C,0.96428571428571441
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.10000000000000001
HUD,PTL,C->C,0.90000000000000002
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.77777777777777779
HUD,PTL,L->C,0.22222222222222221
HUD,PTL,L->R,0
HUD,PTL,C->L,0.15625
HUD,PTL,C->C,0.84375
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.25
HUD,PTL,C->C,0.75
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.375
HUD,PTL,C->C,0.625
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0
HUD,PTL,C->C,1
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.83333333333333337
HUD,PTL,L->C,0.1666666666666666
HUD,PTL,L->R,0
HUD,PTL,C->L,0.2857142857142857
HUD,PTL,C->C,0.7142857142857143
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,1
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0.0769230769230769
HUD,PTL,C->C,0.84615384615384615
HUD,PTL,C->R,0.0769230769230769
HUD,PTL,R->L,0
HUD,PTL,R->C,0.25
HUD,PTL,R->R,0.75
HUD,PTL,L->L,0.83333333333333337
HUD,PTL,L->C,0.1666666666666666
HUD,PTL,L->R,0
HUD,PTL,C->L,0.125
HUD,PTL,C->C,0.75
HUD,PTL,C->R,0.125
HUD,PTL,R->L,0
HUD,PTL,R->C,0.33333333333333331
HUD,PTL,R->R,0.66666666666666663
HUD,PTL,L->L,0.625
HUD,PTL,L->C,0.25
HUD,PTL,L->R,0.125
HUD,PTL,C->L,0.33333333333333331
HUD,PTL,C->C,0.66666666666666663
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0.33333333333333331
HUD,PTL,R->R,0.66666666666666663
HUD,PTL,L->L,0.75
HUD,PTL,L->C,0.25
HUD,PTL,L->R,0
HUD,PTL,C->L,0.14285714285714279
HUD,PTL,C->C,0.8571428571428571
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.72727272727272729
HUD,PTL,L->C,0.27272727272727271
HUD,PTL,L->R,0
HUD,PTL,C->L,0.33333333333333331
HUD,PTL,C->C,0.66666666666666663
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.33333333333333331
HUD,PTL,L->R,0
HUD,PTL,C->L,0.20000000000000001
HUD,PTL,C->C,0.5
HUD,PTL,C->R,0.29999999999999999
HUD,PTL,R->L,0
HUD,PTL,R->C,1
HUD,PTL,R->R,0
HUD,PTL,L->L,0.7142857142857143
HUD,PTL,L->C,0.2857142857142857
HUD,PTL,L->R,0
HUD,PTL,C->L,0.22222222222222221
HUD,PTL,C->C,0.66666666666666663
HUD,PTL,C->R,0.1111111111111111
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,1
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.33333333333333331
HUD,PTL,L->R,0
HUD,PTL,C->L,0.22222222222222221
HUD,PTL,C->C,0.77777777777777779
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.8214285714285714
HUD,PTL,L->C,0.17857142857142849
HUD,PTL,L->R,0
HUD,PTL,C->L,0.25
HUD,PTL,C->C,0.66666666666666663
HUD,PTL,C->R,0.083333333333333301
HUD,PTL,R->L,0
HUD,PTL,R->C,0.66666666666666663
HUD,PTL,R->R,0.33333333333333331
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.20000000000000001
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.5
HUD,PTL,L->C,0.5
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1714285714285714
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0.028571428571428501
HUD,PTL,R->L,0
HUD,PTL,R->C,1
HUD,PTL,R->R,0
HUD,PTL,L->L,0.7931034482758621
HUD,PTL,L->C,0.2068965517241379
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1147540983606557
HUD,PTL,C->C,0.75409836065573765
HUD,PTL,C->R,0.13114754098360651
HUD,PTL,R->L,0
HUD,PTL,R->C,0.22857142857142851
HUD,PTL,R->R,0.77142857142857146
HUD,PTL,L->L,0.7142857142857143
HUD,PTL,L->C,0.2857142857142857
HUD,PTL,L->R,0
HUD,PTL,C->L,0.20000000000000001
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,1
HUD,PTL,L->R,0
HUD,PTL,C->L,0.066666666666666596
HUD,PTL,C->C,0.80000000000000004
HUD,PTL,C->R,0.1333333333333333
HUD,PTL,R->L,0
HUD,PTL,R->C,0.5
HUD,PTL,R->R,0.5
HUD,PTL,L->L,0.59999999999999998
HUD,PTL,L->C,0.40000000000000002
HUD,PTL,L->R,0
HUD,PTL,C->L,0.1818181818181818
HUD,PTL,C->C,0.81818181818181823
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.80000000000000004
HUD,PTL,L->C,0.1333333333333333
HUD,PTL,L->R,0.066666666666666596
HUD,PTL,C->L,0.1875
HUD,PTL,C->C,0.75
HUD,PTL,C->R,0.0625
HUD,PTL,R->L,0.33333333333333331
HUD,PTL,R->C,0.33333333333333331
HUD,PTL,R->R,0.33333333333333331
HUD,PTL,L->L,0.66666666666666663
HUD,PTL,L->C,0.33333333333333331
HUD,PTL,L->R,0
HUD,PTL,C->L,0.5
HUD,PTL,C->C,0.5
HUD,PTL,C->R,0
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0
HUD,PTL,L->C,0
HUD,PTL,L->R,0
HUD,PTL,C->L,0
HUD,PTL,C->C,0.95833333333333337
HUD,PTL,C->R,0.041666666666666602
HUD,PTL,R->L,0
HUD,PTL,R->C,0
HUD,PTL,R->R,0
HUD,PTL,L->L,0.33333333333333331
HUD,PTL,L->C,0.66666666666666663
HUD,PTL,L->R,0
HUD,PTL,C->L,0.19047619047619041
HUD,PTL,C->C,0.76190476190476186
HUD,PTL,C->R,0.047619047619047603
HUD,PTL,R->L,0
HUD,PTL,R->C,1
HUD,PTL,R->R,0
HUD,PTL,L->L,0.33333333333333331
