participant_id,source_clip_id,condition,scene_code,auc
P04,C12,RAW,S,981.29421712569876
P04,C10,RAW,S,860.33581393922054
P04,C10,RAW,S,978.35943319979776
P04,C09,RAW,S,937.19481168237496
P04,C09,RAW,S,930.14514471945279
P04,C04,RAW,S,959.62486797364681
P04,C04,RAW,S,937.44430938954122
P04,C04,RAW,S,1027.1798686721929
P04,C01,RAW,S,1032.9323266776048
P04,C01,RAW,S,948.52476721604376
P05,C17,RAW,S,926.31349524042298
P05,C17,RAW,S,987.91584651704795
P05,C17,RAW,S,941.99436925526641
P05,C17,RAW,S,955.39015418744043
P05,C14,RAW,S,912.53104761004738
P05,C14,RAW,S,1013.3103851464052
P05,C14,RAW,S,963.93647807210243
P05,C14,RAW,S,1107.9670083943258
P05,C11,RAW,S,925.56794124374039
P05,C11,RAW,S,878
P05,C11,RAW,S,947.90380179000101
P05,C08,RAW,S,974.36613981367123
P05,C08,RAW,S,960.83381339220296
P05,C08,RAW,S,1008.7888793200392
P05,C07,RAW,S,974.06900148363798
P05,C07,RAW,S,947.63298233140245
P05,C07,RAW,S,948.78434088207155
P05,C06,RAW,S,950.97676820381264
P05,C06,RAW,S,924.87555657350322
P05,C06,RAW,S,939.5
P05,C05,RAW,S,974.79500673546977
P05,C05,RAW,S,983.08615748955003
P05,C05,RAW,S,893.5647853598532
P05,C03,RAW,S,964.59662672375759
P05,C03,RAW,S,975.16791213255237
P05,C03,RAW,S,944.02597401133482
P05,C03,RAW,S,961.7908175944508
P05,C03,RAW,S,930.53184427424162
P05,C02,RAW,S,935.22611096730941
P05,C02,RAW,S,912.50218266076877
P06,C01,RAW,S,1112.8243330293869
P06,C01,RAW,S,1021.8333646947182
P06,C04,RAW,S,906.58166392457917
P06,C04,RAW,S,949.52830859088397
P06,C04,RAW,S,1069.6331000181069
P06,C09,RAW,S,975.05282173436035
P06,C09,RAW,S,1007.207847648228
P06,C10,RAW,S,920.62567781602445
P06,C10,RAW,S,983.95711455421201
P06,C12,RAW,S,930.6081212411998
P06,C12,RAW,S,891.25673031186261
P06,C12,RAW,S,1012.3792258315556
P06,C13,RAW,S,904.77832676507126
P06,C13,RAW,S,820.26217802694771
P06,C13,RAW,S,961.78497746354378
P06,C15,RAW,S,886.07442333515871
P06,C15,RAW,S,1053.7949131226665
P06,C15,RAW,S,1002.563113126086
P06,C15,RAW,S,887.73401733473133
P06,C16,RAW,S,986.3057526712804
P06,C16,RAW,S,1049.0868412940642
P06,C16,RAW,S,1040.9071158487784
P06,C16,RAW,S,1057.2942416896403
P06,C18,RAW,S,977.72094312176239
P06,C18,RAW,S,984.36168757345877
P06,C18,RAW,S,995.70678558936766
P07,C18,RAW,S,912.91896919377882
P07,C18,RAW,S,969.25940290616279
P07,C18,RAW,S,1007.3340253391872
P07,C16,RAW,S,916.96446290716403
P07,C16,RAW,S,946.94863051763195
P07,C16,RAW,S,917.76138944214415
P07,C16,RAW,S,1098.7700748870782
P07,C15,RAW,S,693.11881247718043
P07,C15,RAW,S,1020.8989594941496
P07,C15,RAW,S,969.92781495671238
P07,C15,RAW,S,883.99955909745256
P07,C13,RAW,S,917.45353526071676
P07,C13,RAW,S,900.30986899352934
P07,C13,RAW,S,886.74838769173596
P07,C12,RAW,S,887.9250731970975
P07,C12,RAW,S,866.23819617133995
P07,C12,RAW,S,889.5668584429302
P07,C10,RAW,S,863.01604337735705
P07,C10,RAW,S,983.59606719087799
P07,C09,RAW,S,922.15148312395479
P07,C09,RAW,S,970.18533385424325
P07,C04,RAW,S,878.24699800978226
P07,C04,RAW,S,861.19876420685853
P07,C04,RAW,S,977.17370234907798
P07,C01,RAW,S,1056.306832604133
P07,C01,RAW,S,958.41343312514925
P08,C18,RAW,S,945.3285873606776
P08,C18,RAW,S,937.52411039812876
P08,C18,RAW,S,924.96566737602075
P08,C16,RAW,S,949.16016193209077
P08,C16,RAW,S,920
P08,C16,RAW,S,952.67215881897755
P08,C16,RAW,S,984.65879264614
P08,C16,RAW,S,889.75275251418861
P08,C15,RAW,S,755.25495457500529
P08,C15,RAW,S,1049.5014433725546
P08,C15,RAW,S,962.72351968468763
P08,C15,RAW,S,959.58463546565758
P08,C13,RAW,S,902.44234638844136
P08,C13,RAW,S,906.72603096931675
P08,C13,RAW,S,901.49678220519957
P08,C12,RAW,S,930.34492403178945
P08,C12,RAW,S,902.37443430316296
P08,C12,RAW,S,950.8551626575196
P08,C12,RAW,S,929.34389290320962
P08,C10,RAW,S,862.84269733448173
P08,C10,RAW,S,937.67610320996937
P08,C09,RAW,S,903.36454743761158
P08,C09,RAW,S,977.10737362318639
P08,C04,RAW,S,911.16887097449921
P08,C04,RAW,S,921.07076784618437
P08,C04,RAW,S,918.93277173324918
P08,C01,RAW,S,1100.6897206762578
P08,C01,RAW,S,956.12527832906642
P09,C02,HUD,S,936.28482789621262
P09,C02,HUD,S,904.64831645246181
P09,C05,HUD,S,884.23150320565412
P09,C05,HUD,S,920.51166384941359
P09,C05,HUD,S,903.14374590014484
P09,C06,HUD,S,931.79299438985402
P09,C06,HUD,S,922.39778666005645
P09,C06,HUD,S,756.45103720334487
P09,C07,HUD,S,919.08745418908563
P09,C07,HUD,S,972.72083677381136
P09,C07,HUD,S,947.35351790603897
P09,C08,HUD,S,975.59380850056016
P09,C08,HUD,S,915.2729103904544
P09,C08,HUD,S,1044.9277378281915
P09,C11,HUD,S,939.66185872445919
P09,C11,HUD,S,878.04766389614883
P09,C11,HUD,S,951.60750560704639
P09,C14,HUD,S,920.02888685822882
P09,C14,HUD,S,988.75243039766724
P09,C14,HUD,S,944.41170495709036
P09,C14,HUD,S,1142.8438835177692
P09,C17,HUD,S,897.76396081325061
P09,C17,HUD,S,937.96101291647403
P09,C17,HUD,S,920.40988653605041
P09,C17,HUD,S,895.41390565164579
P09,C03,HUD,S,953.45141341107501
P09,C03,HUD,S,962.93782485264478
P09,C03,HUD,S,1028.3749741898755
P09,C03,HUD,S,1013.4432643610101
P09,C03,HUD,S,907.95121224788954
P10,C01,HUD,S,1182.072395342298
P10,C01,HUD,S,944.28594276772139
P10,C04,HUD,S,997.25068732260559
P10,C04,HUD,S,900.58216359941889
P10,C04,HUD,S,934.01182803452878
P10,C09,HUD,S,927.38948356349715
P10,C09,HUD,S,916.80138260269041
P10,C10,HUD,S,933.45952372031957
P10,C10,HUD,S,964.40102226659155
P10,C12,HUD,S,938.95788933531719
P10,C12,HUD,S,942.07075635117098
P10,C12,HUD,S,911.87027406893276
P10,C13,HUD,S,944.22617652559802
P10,C13,HUD,S,858.02501870345554
P10,C13,HUD,S,807.64394463740666
P10,C15,HUD,S,947.86973786520036
P10,C15,HUD,S,1049.1697892689124
P10,C15,HUD,S,927.04795800545139
P10,C15,HUD,S,949.4030586086908
P10,C16,HUD,S,951.75168817987242
P10,C16,HUD,S,923
P10,C16,HUD,S,1028.7405681600385
P10,C16,HUD,S,967.65896877592536
P10,C16,HUD,S,983.09008470849096
P10,C18,HUD,S,957.62283192127097
P10,C18,HUD,S,923.2322273503496
P10,C18,HUD,S,950.59781529915676
P11,C18,HUD,S,925.52084192550637
P11,C18,HUD,S,947.46244555281282
P11,C18,HUD,S,830.52886424426288
P11,C16,HUD,S,936.36932214174601
P11,C16,HUD,S,950.73085242688364
P11,C16,HUD,S,979.86826621771218
P11,C16,HUD,S,943.08334520940116
P11,C15,HUD,S,956.93515078159965
P11,C15,HUD,S,1006.9920840251324
P11,C15,HUD,S,892.51357742800246
P11,C15,HUD,S,918.90118530980737
P11,C13,HUD,S,879.47680610112741
P11,C13,HUD,S,874.61510639180892
P11,C13,HUD,S,920.33497563800995
P11,C12,HUD,S,912.718982276882
P11,C12,HUD,S,914.88554790253579
P11,C12,HUD,S,933.590588475559
P11,C10,HUD,S,915.15556342346235
P11,C10,HUD,S,963.08847072080437
P11,C09,HUD,S,942.08013862611494
P11,C09,HUD,S,964.16783210503763
P11,C04,HUD,S,911.75651116448034
P11,C04,HUD,S,903.47453618171016
P11,C04,HUD,S,996.09768197777919
P11,C01,HUD,S,1109.8094664750977
P11,C01,HUD,S,988.10404456729043
P12,C01,HUD,S,1044.8309802723809
P12,C01,HUD,S,985.859404489692
P12,C04,HUD,S,935.86019424988501
P12,C04,HUD,S,960.7828705099862
P12,C04,HUD,S,987.60680386130446
P12,C09,HUD,S,973.93642722683205
P12,C09,HUD,S,987.40620343420539
P12,C10,HUD,S,962.22653186533239
P12,C10,HUD,S,966.2118046086332
P12,C12,HUD,S,959.81738056928805
P12,C12,HUD,S,965.41158872207166
P12,C12,HUD,S,978.96121323650777
P12,C13,HUD,S,962.47419799082002
P12,C13,HUD,S,946.73339456996803
P12,C13,HUD,S,969.42585387813995
P12,C15,HUD,S,988.67833172043038
P12,C15,HUD,S,1040.7651770069422
P12,C15,HUD,S,984.91614582027637
P12,C15,HUD,S,977.77595624457319
P12,C16,HUD,S,987.9682011884712
P12,C16,HUD,S,959.52085490144157
P12,C16,HUD,S,997.32209418486423
P12,C16,HUD,S,993.47202665716543
P12,C18,HUD,S,974.57771528273145
P12,C18,HUD,S,987.23021138665604
P12,C18,HUD,S,976.28839166753403
P13,C17,HUD,S,924.36202666987037
P13,C17,HUD,S,931.70324262033057
P13,C17,HUD,S,1009.8264468017632
P13,C17,HUD,S,880.10392070570151
P13,C17,HUD,S,1000.9452722435726
P13,C14,HUD,S,897.52225408048946
P13,C14,HUD,S,968.75613937238677
P13,C14,HUD,S,992.29398390884603
P13,C14,HUD,S,1228.4618364448088
P13,C11,HUD,S,956.27866045423923
P13,C11,HUD,S,729.09052059052067
P13,C11,HUD,S,933.95893956658756
P13,C08,HUD,S,998.35268290207557
P13,C08,HUD,S,1009.0836072021256
P13,C08,HUD,S,905.54383874013524
P13,C07,HUD,S,959.04508919164925
P13,C07,HUD,S,915.49653136907375
P13,C07,HUD,S,985.36901118311903
P13,C06,HUD,S,958.64528179083163
P13,C06,HUD,S,935.77151079739519
P13,C06,HUD,S,944.97804447703436
P13,C05,HUD,S,940.68515015404205
P13,C05,HUD,S,946.44166093093497
P13,C05,HUD,S,929.78926448031962
P13,C03,HUD,S,895.2546827095324
P13,C03,HUD,S,977.45494662856697
P13,C03,HUD,S,987.58070022235916
P13,C03,HUD,S,936.13687949656423
P13,C03,HUD,S,927.23524508069681
P13,C02,HUD,S,926.01501142119616
P13,C02,HUD,S,949.85129947547375
P14,C17,HUD,S,924.07239294180761
P14,C17,HUD,S,884.77840962791402
P14,C17,HUD,S,925.17488849897302
P14,C17,HUD,S,898.35315889848641
P14,C14,HUD,S,812.56097910448489
P14,C14,HUD,S,954.45457171783119
P14,C14,HUD,S,953.54379639933484
P14,C14,HUD,S,1024.9184348199826
P14,C11,HUD,S,905.38107456641137
P14,C11,HUD,S,762.81532682193836
P14,C11,HUD,S,945.39828410327243
P14,C08,HUD,S,993.84047674780959
P14,C08,HUD,S,922.37076413033378
P14,C08,HUD,S,929.4526483253012
P14,C07,HUD,S,940.43056264358836
P14,C07,HUD,S,909.71299402685679
P14,C07,HUD,S,1015.4480903387353
P14,C06,HUD,S,952.42463307249102
P14,C06,HUD,S,947.81262183129741
P14,C06,HUD,S,981.02928278627041
P14,C05,HUD,S,869.03343155853486
P14,C05,HUD,S,923.42452290831818
P14,C05,HUD,S,937.43903664096104
P14,C03,HUD,S,914.02083071722677
P14,C03,HUD,S,969.51217393679622
P14,C03,HUD,S,981.80452771358478
P14,C03,HUD,S,928.56614059570563
P14,C03,HUD,S,896.74956121405103
P14,C02,HUD,S,954.87872764498536
P14,C02,HUD,S,920.17195840468764
P15,C18,HUD,S,939.04826525610815
P15,C18,HUD,S,944.38243594578455
P15,C18,HUD,S,920.75752495237043
P15,C16,HUD,S,907.05000685627999
P15,C16,HUD,S,980.99410171031684
P15,C16,HUD,S,988.50617520937544
P15,C16,HUD,S,912.35121764021119
P15,C15,HUD,S,782.48720763103461
P15,C15,HUD,S,971.86007233182875
P15,C15,HUD,S,957.32865321754775
P15,C15,HUD,S,913.08154529882961
P15,C13,HUD,S,841.61033347098419
P15,C13,HUD,S,902.64289079021682
P15,C13,HUD,S,972.04442586747996
P15,C12,HUD,S,885.04870449141754
P15,C12,HUD,S,953.8537990274508
P15,C12,HUD,S,931.34851552014322
P15,C10,HUD,S,907.06289856727642
P15,C10,HUD,S,917.87734321153755
P15,C09,HUD,S,959.40588757120963
P15,C09,HUD,S,965.82292462197836
P15,C01,HUD,S,1115.7341517199095
P15,C01,HUD,S,1017.1297346172358
P15,C04,HUD,S,983.03297510484799
P15,C04,HUD,S,913.23522775047377
P15,C04,HUD,S,922.89014087984481
P16,C02,HUD,S,948.91451630798281
P16,C02,HUD,S,939.44329410899104
P16,C03,HUD,S,960.64863881485155
P16,C03,HUD,S,996.36098254740239
P16,C03,HUD,S,1052.6230129212311
P16,C03,HUD,S,992.81792055284518
P16,C03,HUD,S,884.7356417897081
P16,C05,HUD,S,941.76056001339123
P16,C05,HUD,S,1013.0862171288496
P16,C05,HUD,S,936.53952851360282
P16,C06,HUD,S,965.54749792253381
P16,C06,HUD,S,939.96958819595977
P16,C06,HUD,S,953.06389975323759
P16,C07,HUD,S,934.0582373440576
P16,C07,HUD,S,953.2272746995078
P16,C07,HUD,S,976.98705998471917
P16,C08,HUD,S,1010.7186534977876
P16,C08,HUD,S,928.40696178630083
P16,C08,HUD,S,1081.3624842747054
P16,C11,HUD,S,963.27795349680878
P16,C11,HUD,S,881.50000000000011
P16,C11,HUD,S,1069.7139968853919
P16,C14,HUD,S,926.42695284299657
P16,C14,HUD,S,996.7031295267758
P16,C14,HUD,S,972.07830887095758
P16,C14,HUD,S,1167.6369795719029
P16,C17,HUD,S,957.32541900616241
P16,C17,HUD,S,990.44699609113638
P16,C17,HUD,S,962.15468553731137
P16,C17,HUD,S,955.14001538734158
P17,C01,HUD,S,997.15838150985917
P17,C01,HUD,S,970.32855792863359
P17,C04,HUD,S,946.96585289683765
P17,C04,HUD,S,942.29479740504075
P17,C04,HUD,S,967.23905392574159
P17,C09,HUD,S,963.05955305951181
P17,C09,HUD,S,983.09376487301563
P17,C10,HUD,S,904.9900648657632
P17,C10,HUD,S,964.72500119822985
P17,C12,HUD,S,925.92108238027663
P17,C12,HUD,S,933.97473584848342
P17,C12,HUD,S,926.80426199859562
P17,C12,HUD,S,948.043737690439
P17,C13,HUD,S,905.16316065258138
P17,C13,HUD,S,859.80010489679592
P17,C13,HUD,S,920.35901030037917
P17,C15,HUD,S,882.72840414582072
P17,C15,HUD,S,1007.4817641318708
P17,C15,HUD,S,961.28928959709719
P17,C15,HUD,S,914.11050288578519
P17,C16,HUD,S,958.93978083149761
P17,C16,HUD,S,974
P17,C16,HUD,S,938.54519009362218
P17,C16,HUD,S,962.11085138294425
P17,C16,HUD,S,946.72781524291076
P17,C18,HUD,S,965.47629520930957
P17,C18,HUD,S,943.27640484312963
P17,C18,HUD,S,941.80256041086557
P18,C02,HUD,S,956.95343030591982
P18,C02,HUD,S,926.03372844681076
P18,C03,HUD,S,934.07218293008179
P18,C03,HUD,S,971.72534527251617
P18,C03,HUD,S,1001.7346786090754
P18,C03,HUD,S,941.40922579171615
P18,C03,HUD,S,950.95398589961462
P18,C05,HUD,S,940.75880689048722
P18,C05,HUD,S,972.00484656436038
P18,C05,HUD,S,946.35951457391923
P18,C06,HUD,S,955.56590256733443
P18,C06,HUD,S,917.21276476279797
P18,C06,HUD,S,951.88520417853761
P18,C07,HUD,S,912.2004682753992
P18,C07,HUD,S,940.55205936871641
P18,C07,HUD,S,959.47660926994718
P18,C08,HUD,S,1070.3101779439055
P18,C08,HUD,S,938.21990499835624
P18,C08,HUD,S,1082.7866635049586
P18,C11,HUD,S,932.46137938525044
P18,C11,HUD,S,956.33372444988595
P18,C11,HUD,S,941.533233188385
P18,C14,HUD,S,899.99501663625028
P18,C14,HUD,S,974.07301687620702
P18,C14,HUD,S,1026.5774475848052
P18,C14,HUD,S,1116.2627361546131
P18,C17,HUD,S,925.65992887374705
P18,C17,HUD,S,952.77868596526957
P18,C17,HUD,S,976.60648789660161
P18,C17,HUD,S,925.69514811004717
P01,C18,HUD,S,965.91919081026117
P01,C18,HUD,S,976.05380178047858
P01,C18,HUD,S,987.48289698266581
P01,C16,HUD,S,941.44455119132999
P01,C16,HUD,S,952.25754868000922
P01,C16,HUD,S,992.30310783936943
P01,C16,HUD,S,973.54642470852957
P01,C15,HUD,S,989.57385226511781
P01,C15,HUD,S,1067.5046402635858
P01,C15,HUD,S,981.90573276042755
P01,C15,HUD,S,954.42678287552883
P01,C13,HUD,S,909.47435371792199
P01,C13,HUD,S,937.99783953740939
P01,C13,HUD,S,859.07234824254601
P01,C12,HUD,S,980.39630844417161
P01,C12,HUD,S,917.43909370860843
P01,C12,HUD,S,1022.6549274458614
P01,C10,HUD,S,941.91639300758675
P01,C10,HUD,S,973.24759288925497
P01,C09,HUD,S,962.39826861038057
P01,C09,HUD,S,1001.5467248592138
P01,C04,HUD,S,1019.1817880859048
P01,C04,HUD,S,953.59177083674524
P01,C04,HUD,S,1003.7117905457474
P01,C01,HUD,S,1022.781859227337
P01,C01,HUD,S,1014.5412225276552
P19,C18,HUD,S,913.08039817177882
P19,C18,HUD,S,932.21320579645158
P19,C18,HUD,S,916.99495914717636
P19,C16,HUD,S,909.97764625487821
P19,C16,HUD,S,1003.4750866252708
P19,C16,HUD,S,963.81096417237836
P19,C16,HUD,S,869.79324297102085
P19,C15,HUD,S,970.43545806732675
P19,C15,HUD,S,917.72831457033283
P19,C15,HUD,S,960.18915343915319
P19,C15,HUD,S,901.86828241038177
P19,C13,HUD,S,816.6344499114897
P19,C13,HUD,S,770.3257833493717
P19,C13,HUD,S,822.06802783523608
P19,C12,HUD,S,797.20971729476798
P19,C12,HUD,S,988.16262365998762
P19,C12,HUD,S,978.66648351745403
P19,C10,HUD,S,927.20301339243542
P19,C10,HUD,S,974.49384880911441
P19,C09,HUD,S,936.83112310310958
P19,C09,HUD,S,902.02005701138262
P19,C04,HUD,S,1052.9072620694001
P19,C04,HUD,S,782.62466676608085
P19,C04,HUD,S,827.42840443504974
P19,C04,HUD,S,1168.0404167693432
P19,C01,HUD,S,1025.4818294052268
P19,C01,HUD,S,995.52825580713477
P20,C18,HUD,S,927.35509424593579
P20,C18,HUD,S,956.12040718042397
P20,C18,HUD,S,938.97366303495244
P20,C16,HUD,S,916.34714787810515
P20,C16,HUD,S,914
P20,C16,HUD,S,893.88784241052474
P20,C16,HUD,S,937.37334241862845
P20,C16,HUD,S,892.36870738983987
P20,C15,HUD,S,951.10018025371562
P20,C15,HUD,S,968.3906472517624
P20,C15,HUD,S,937.97367129375937
P20,C15,HUD,S,896.33677391364847
P20,C13,HUD,S,891.06527967457828
P20,C13,HUD,S,872.80414514636584
P20,C13,HUD,S,982.09382533611642
P20,C12,HUD,S,896.15229515061094
P20,C12,HUD,S,874.79290582609133
P20,C12,HUD,S,846.62794285714676
P20,C10,HUD,S,862.59056548121714
P20,C10,HUD,S,925.38547589086318
P20,C09,HUD,S,944.80028651025259
P20,C09,HUD,S,993.48214268484719
P20,C04,HUD,S,888.14686813568153
P20,C04,HUD,S,893.66240371482945
P20,C04,HUD,S,945.08383329000355
P20,C01,HUD,S,992.9869747642864
P20,C01,HUD,S,933.02435105234918
P02,C01,HUD,S,1168.5625286233344
P02,C01,HUD,S,968.90261512801681
P02,C04,HUD,S,964.84775094703718
P02,C04,HUD,S,939.67188952224035
P02,C04,HUD,S,1025.5542402678027
P02,C09,HUD,S,987.17995802771679
P02,C09,HUD,S,1015.0909268151042
P02,C10,HUD,S,946.15362805821917
P02,C10,HUD,S,994.12334554037204
P02,C12,HUD,S,954.550870727796
P02,C12,HUD,S,998.97584515725202
P02,C12,HUD,S,987.3844051100092
P02,C13,HUD,S,892.27547422624298
P02,C13,HUD,S,782.3652503357639
P02,C13,HUD,S,801.1072812646886
P02,C15,HUD,S,1017.5519416604328
P02,C15,HUD,S,1002.5983946764416
P02,C15,HUD,S,1045.0481204430046
P02,C15,HUD,S,985.92966411767361
P02,C16,HUD,S,1003.0769598706544
P02,C16,HUD,S,978.35581299015803
P02,C16,HUD,S,990.30560276791243
P02,C16,HUD,S,960.99525235553176
P02,C18,HUD,S,989.04893587180084
P02,C18,HUD,S,973.34969193130564
P02,C18,HUD,S,998.94058527632876
P03,C02,HUD,S,951.14734396779284
P03,C02,HUD,S,939.4465899366138
P03,C03,HUD,S,949.84500811198905
P03,C03,HUD,S,932.9109749175168
P03,C03,HUD,S,946.25707348720437
P03,C03,HUD,S,943.96317739499557
P03,C03,HUD,S,989.92304467541805
P03,C05,HUD,S,993.29253817637664
P03,C05,HUD,S,979.98378477869005
P03,C05,HUD,S,929.04662683872721
P03,C06,HUD,S,951.55963790156522
P03,C06,HUD,S,951.32976001207601
P03,C06,HUD,S,946.57158566586179
P03,C07,HUD,S,940.84705213082725
P03,C07,HUD,S,947.52770535684499
P03,C07,HUD,S,941.44212275212578
P03,C08,HUD,S,945.09955765448922
P03,C08,HUD,S,945.80721092647843
P03,C08,HUD,S,1021.1436321911768
P03,C11,HUD,S,920.70926208617004
P03,C11,HUD,S,900
P03,C11,HUD,S,937.02649327760082
P03,C14,HUD,S,895.55414651562228
P03,C14,HUD,S,977.62765405405423
P03,C14,HUD,S,966.02113194686262
P03,C14,HUD,S,1132.9879907861075
P03,C17,HUD,S,935.38063681449876
P03,C17,HUD,S,957.16592131712116
P03,C17,HUD,S,958.42282020482924
P03,C17,HUD,S,929.09862671968301
P04,C17,HUD,S,873.95523171731384
P04,C17,HUD,S,947.95939975595843
P04,C17,HUD,S,967.08645245767195
P04,C17,HUD,S,949.9798671645608
P04,C14,HUD,S,942.88823558238403
P04,C14,HUD,S,977.59330334037202
P04,C14,HUD,S,967.26493059309837
P04,C14,HUD,S,1021.5653934040718
P04,C11,HUD,S,948.98104748786557
P04,C11,HUD,S,860.5
P04,C11,HUD,S,1008.6169372250732
P04,C08,HUD,S,974.06878641548963
P04,C08,HUD,S,1025.7724259664878
P04,C08,HUD,S,903.00629017156882
P04,C07,HUD,S,977.35313681861157
P04,C07,HUD,S,942.47575397604601
P04,C07,HUD,S,797.54418376852493
P04,C06,HUD,S,940.58273623960361
P04,C06,HUD,S,906.20463854684203
P04,C06,HUD,S,988.628211832126
P04,C05,HUD,S,995.79218245170523
P04,C05,HUD,S,962.95301878950363
P04,C05,HUD,S,936.50806249043603
P04,C03,HUD,S,892.6756373822044
P04,C03,HUD,S,984.12982350737241
P04,C03,HUD,S,1054.440043245276
P04,C03,HUD,S,958.25507518848644
P04,C03,HUD,S,950.24977174169237
P04,C02,HUD,S,910.125803866517
P04,C02,HUD,S,913.14133561391884
P05,C18,HUD,S,944.72013175041002
P05,C18,HUD,S,971.63201311103217
P05,C18,HUD,S,964.12182096931565
P05,C16,HUD,S,973.36098643145181
P05,C16,HUD,S,1039.3621074718517
P05,C16,HUD,S,1007.9122175481014
P05,C16,HUD,S,936.81584859924635
P05,C15,HUD,S,843.48823107619398
P05,C15,HUD,S,1046.0644734009854
P05,C15,HUD,S,993.75527583032544
P05,C15,HUD,S,966.43810388243821
P05,C13,HUD,S,909.05391303786064
P05,C13,HUD,S,888.51511016061238
P05,C13,HUD,S,824.4480230394372
P05,C12,HUD,S,938.44454394235402
P05,C12,HUD,S,919.44179053928065
P05,C12,HUD,S,994.43749721327765
P05,C10,HUD,S,915.66299952220277
P05,C10,HUD,S,1004.0581638715208
P05,C09,HUD,S,968.87678275554595
P05,C09,HUD,S,987.24191214889481
P05,C04,HUD,S,960.71982180163241
P05,C04,HUD,S,927.19005580334795
P05,C04,HUD,S,964.44877233489638
P05,C01,HUD,S,986.12371093019283
P05,C01,HUD,S,951.84782085805637
P06,C02,HUD,S,1041.3724726469886
P06,C02,HUD,S,922.49224055092964
P06,C03,HUD,S,944.60694932635079
P06,C03,HUD,S,991.08686832752085
P06,C03,HUD,S,1012.6538952657399
P06,C03,HUD,S,981.15354775850176
P06,C03,HUD,S,856.79884280806493
P06,C05,HUD,S,973.30058938541117
P06,C05,HUD,S,965.26684017681123
P06,C05,HUD,S,977.87019379152616
P06,C06,HUD,S,982.82526397534718
P06,C06,HUD,S,944.38383004230923
P06,C06,HUD,S,980.38556966899239
P06,C07,HUD,S,976.48935089748522
P06,C07,HUD,S,951.32601654719281
P06,C07,HUD,S,1001.7887884470588
P06,C08,HUD,S,1003.9348812563017
P06,C08,HUD,S,935.74655462740554
P06,C08,HUD,S,1028.7270623758079
P06,C11,HUD,S,964.45098930390361
P06,C11,HUD,S,914.30457658200316
P06,C11,HUD,S,941.20395849342594
P06,C14,HUD,S,949.41298587513757
P06,C14,HUD,S,1019.7696688404868
P06,C14,HUD,S,1033.7071833246789
P06,C14,HUD,S,1115.4386720344492
P06,C17,HUD,S,974.01858626742842
P06,C17,HUD,S,989.08918247467955
P06,C17,HUD,S,988.42013208709523
P06,C17,HUD,S,922.30586415416735
P07,C17,HUD,S,931.56496351792885
P07,C17,HUD,S,894.32018862987684
P07,C17,HUD,S,923.29548339733003
P07,C17,HUD,S,882.69807839806413
P07,C14,HUD,S,860.28956567248144
P07,C14,HUD,S,986.99095539094321
P07,C14,HUD,S,956.92975713424858
P07,C14,HUD,S,1227.1102644492189
P07,C11,HUD,S,913.50890324970521
P07,C11,HUD,S,862.78603397423547
P07,C11,HUD,S,999.96586034172878
P07,C08,HUD,S,940.65084925621954
P07,C08,HUD,S,962.78958263454001
P07,C08,HUD,S,921.69666728192919
P07,C07,HUD,S,897.97680645963158
P07,C07,HUD,S,846.46884566040342
P07,C07,HUD,S,911.7829716053252
P07,C06,HUD,S,927.59925104525519
P07,C06,HUD,S,885.42459748544502
P07,C06,HUD,S,631.67115689523087
P07,C05,HUD,S,935.62309702418702
P07,C05,HUD,S,894.5531827458633
P07,C05,HUD,S,882.70932113504421
P07,C03,HUD,S,895.82227157886234
P07,C03,HUD,S,897.23361525305972
P07,C03,HUD,S,956.728329199379
P07,C03,HUD,S,871.46977213216405
P07,C03,HUD,S,891.82991909474936
P07,C02,HUD,S,854.06831820305297
P07,C02,HUD,S,868.40084164907285
P08,C17,HUD,S,933.90207192180196
P08,C17,HUD,S,981.66775217507143
P08,C17,HUD,S,958.068240199603
P08,C17,HUD,S,963.63696759155141
P08,C14,HUD,S,902.24532547079764
P08,C14,HUD,S,973.25424248175216
P08,C14,HUD,S,948.1721322394452
P08,C14,HUD,S,967.94100752056238
P08,C11,HUD,S,903.95404893771899
P08,C11,HUD,S,917
P08,C11,HUD,S,950.28156522547761
P08,C08,HUD,S,995.98343800592079
P08,C08,HUD,S,975.94143414403322
P08,C08,HUD,S,982.37899972202604
P08,C07,HUD,S,952.99395029818095
P08,C07,HUD,S,921.69174466146524
P08,C07,HUD,S,963.76485222823521
P08,C06,HUD,S,905.68437915243601
P08,C06,HUD,S,933.44068438409704
P08,C06,HUD,S,757.00000000000011
P08,C05,HUD,S,923.79747336325283
P08,C05,HUD,S,977.19869541724802
P08,C05,HUD,S,935.79793497449759
P08,C03,HUD,S,946.01036510047118
P08,C03,HUD,S,933.49387263118695
P08,C03,HUD,S,918.5585433221338
P08,C03,HUD,S,961.73008060440475
P08,C03,HUD,S,864.99244892799538
P08,C02,HUD,S,902.80579467745122
P08,C02,HUD,S,866.16947682879868
P09,C01,RAW,PLR,1060.9976004703817
P09,C09,RAW,PLR,1037.0332913356326
P09,C09,RAW,PLR,938.57507060180842
P09,C10,RAW,PLR,981.30259112867805
P09,C12,RAW,PLR,1026.7872002739412
P09,C16,RAW,PLR,972.28848794099156
P10,C03,RAW,PLR,1232.0152579536359
P10,C08,RAW,PLR,1250.959072201385
P10,C08,RAW,PLR,1011.3277200913564
P10,C14,RAW,PLR,1026.50773819557
