participant_id,source_clip_id,condition,scene_code,auc
P10,C15,HUD,LL,944.17185965893759
P10,C16,HUD,LL,947.22331817207964
P11,C16,HUD,LL,871.1946422033767
P11,C15,HUD,LL,914.27388155871483
P11,C12,HUD,LL,910.89486987186217
P11,C10,HUD,LL,1067.0966407008214
P12,C10,HUD,LL,985.73598616593404
P12,C12,HUD,LL,981.24003086737719
P12,C15,HUD,LL,955.65499463424737
P12,C16,HUD,LL,986.42745770358317
P13,C14,HUD,LL,943.53053936724916
P13,C11,HUD,LL,918.75574289041163
P13,C11,HUD,LL,999.41048248792595
P13,C03,HUD,LL,1048.888967886551
P14,C14,HUD,LL,975.42676225973719
P14,C11,HUD,LL,1016.0099510230946
P14,C11,HUD,LL,932.94364075879241
P14,C03,HUD,LL,935.58286663131923
P15,C16,HUD,LL,911.43428572241714
P15,C15,HUD,LL,956.67138587369755
P15,C12,HUD,LL,906.91933391280577
P15,C10,HUD,LL,968.91928324402863
P16,C03,HUD,LL,710.25421305112843
P16,C11,HUD,LL,784.92952384869193
P16,C11,HUD,LL,871.56457132198022
P16,C14,HUD,LL,926.79998424732321
P17,C10,HUD,LL,939.22016494521404
P17,C12,HUD,LL,879.51907318097358
P17,C15,HUD,LL,927.21445126454762
P17,C16,HUD,LL,949.79678142958778
P18,C03,HUD,LL,942.09374890606045
P18,C11,HUD,LL,910.0116245237906
P18,C11,HUD,LL,887.02530703015407
P18,C14,HUD,LL,940.47749867899176
P01,C16,HUD,LL,870.93624318061018
P01,C15,HUD,LL,802.75291548266216
P01,C12,HUD,LL,727.4173482827099
P01,C10,HUD,LL,831.64443222683542
P19,C16,HUD,LL,917.20784971898638
P19,C15,HUD,LL,907.44400072644362
P19,C12,HUD,LL,801.05152724572076
P19,C10,HUD,LL,954.94040212269704
P20,C16,HUD,LL,922.45433139268403
P20,C15,HUD,LL,904.54518992463079
P20,C12,HUD,LL,894.97349497136827
P20,C10,HUD,LL,886.77656265896246
P02,C10,HUD,LL,755.39941661053081
P02,C12,HUD,LL,853.79764925684276
P02,C15,HUD,LL,792.44508997564049
P02,C16,HUD,LL,734.32815512005391
P03,C03,HUD,LL,897.65059186204383
P03,C11,HUD,LL,911.93555104468157
P03,C11,HUD,LL,897.51723962455492
P03,C14,HUD,LL,919.86667047394201
P04,C14,HUD,LL,985.36297848199979
P04,C11,HUD,LL,831.26719381026339
P04,C11,HUD,LL,966.64824528354438
P04,C03,HUD,LL,1043.453404974395
P05,C16,HUD,LL,939.34053987380696
P05,C15,HUD,LL,934.37512248539315
P05,C12,HUD,LL,910.02177105007877
P05,C10,HUD,LL,911.02492233284363
P06,C03,HUD,LL,966.67615395581879
P06,C11,HUD,LL,1010.059931755333
P06,C11,HUD,LL,1025.2450964491843
P06,C14,HUD,LL,994.25472540013936
P07,C14,HUD,LL,973.86583880818239
P07,C11,HUD,LL,964.67662640761478
P07,C11,HUD,LL,910.00134398192722
P07,C03,HUD,LL,964.03704581797558
P08,C14,HUD,LL,941.67343177898761
P08,C11,HUD,LL,977.29280639021397
P08,C11,HUD,LL,977.33950334489077
P08,C03,HUD,LL,985.99519324416201
P09,C10,RAW,PLL,927.061995091168
P09,C12,RAW,PLL,665.4685944380667
P09,C15,RAW,PLL,780.14302999885535
P09,C16,RAW,PLL,865.19275200569973
P10,C03,RAW,PLL,919.85205193982961
P10,C11,RAW,PLL,902.60370127803435
P10,C11,RAW,PLL,654.60613154026885
P10,C14,RAW,PLL,811.65153592102183
P11,C14,RAW,PLL,601.55532445689585
P11,C11,RAW,PLL,892.51171309043025
P11,C11,RAW,PLL,686.02919516297391
P11,C03,RAW,PLL,957.62503740511363
P12,C03,RAW,PLL,979.02451019214925
P12,C11,RAW,PLL,972.67347068043239
P12,C11,RAW,PLL,914.28106483263264
P12,C14,RAW,PLL,978.75156476803238
P13,C16,RAW,PLL,893.04814697339191
P13,C15,RAW,PLL,945.29701657459555
P13,C12,RAW,PLL,798.72938072798445
P13,C10,RAW,PLL,822.75002166037223
P14,C16,RAW,PLL,912.51349157707125
P14,C15,RAW,PLL,879.9030504331048
P14,C12,RAW,PLL,698.18112251106345
P14,C10,RAW,PLL,922.35711606305983
P15,C14,RAW,PLL,955.74349218572297
P15,C11,RAW,PLL,969.71107509741216
P15,C11,RAW,PLL,873.30434391964423
P15,C03,RAW,PLL,990.11343960964962
P16,C10,RAW,PLL,970.63539237946043
P16,C12,RAW,PLL,944.6854769183152
P16,C15,RAW,PLL,979.11384661191562
P16,C16,RAW,PLL,940.31837498733637
P17,C03,RAW,PLL,1006.15626178062
P17,C11,RAW,PLL,822.64162654698771
P17,C11,RAW,PLL,688.38713034374882
P17,C14,RAW,PLL,757.28732033516724
P18,C10,RAW,PLL,910.70535015042583
P18,C12,RAW,PLL,733.43665055794031
P18,C15,RAW,PLL,720.69342245338316
P18,C16,RAW,PLL,781.11792875214121
P01,C14,RAW,PLL,944.27784256570555
P01,C11,RAW,PLL,982.07909906484963
P01,C11,RAW,PLL,886.33788427990544
P01,C03,RAW,PLL,1025.4967502126674
P19,C14,RAW,PLL,865.6276406039251
P19,C11,RAW,PLL,959.9276819993828
P19,C11,RAW,PLL,895.12464187021044
P19,C03,RAW,PLL,1031.0405309036059
P20,C14,RAW,PLL,853.66562330179181
P20,C11,RAW,PLL,877.70079632586817
P20,C11,RAW,PLL,817.97319582945374
P20,C03,RAW,PLL,877.72785007645518
P02,C03,RAW,PLL,987.65546635550197
P02,C11,RAW,PLL,918.84165747511042
P02,C11,RAW,PLL,904.95321071038961
P02,C14,RAW,PLL,934.62221102103615
P03,C10,RAW,PLL,877.31244769418834
P03,C12,RAW,PLL,868.37299327932942
P03,C15,RAW,PLL,908.01310576520177
P03,C16,RAW,PLL,948.76086040976202
P04,C16,RAW,PLL,883.91350053196072
P04,C15,RAW,PLL,942.23730839521579
P04,C12,RAW,PLL,919.17212909110822
P04,C10,RAW,PLL,937.95336663897262
P05,C14,RAW,PLL,795.86696577611133
P05,C11,RAW,PLL,937.78115790959919
P05,C11,RAW,PLL,867.61191305534305
P05,C03,RAW,PLL,1005.5280596188642
P06,C10,RAW,PLL,936.8203385267152
P06,C12,RAW,PLL,917.38165980175995
P06,C15,RAW,PLL,955.83194120650398
P06,C16,RAW,PLL,917.1345767193144
P07,C16,RAW,PLL,581.93655734983975
P07,C15,RAW,PLL,929.60021638705723
P07,C12,RAW,PLL,830.88496051297727
P07,C10,RAW,PLL,613.72991915066359
P08,C16,RAW,PLL,918.22879749730919
P08,C15,RAW,PLL,834.91287706832816
P08,C12,RAW,PLL,900.1308635043406
P08,C10,RAW,PLL,910.14462151434839
P09,C11,HUD,PLL,863.28631457926554
P09,C11,HUD,PLL,604.6683675192935
P09,C14,HUD,PLL,581.9976766314868
P09,C03,HUD,PLL,641.7516621393753
P10,C10,HUD,PLL,672.32912605425611
P10,C12,HUD,PLL,851.92491797576565
P10,C15,HUD,PLL,784.63501210527488
P10,C16,HUD,PLL,867.94458963680268
P11,C16,HUD,PLL,641.21138637980789
P11,C15,HUD,PLL,541.06898635946686
P11,C12,HUD,PLL,710.94860616970254
P11,C10,HUD,PLL,755.70399306635795
P12,C10,HUD,PLL,931.91234097285076
P12,C12,HUD,PLL,914.1392192951422
P12,C15,HUD,PLL,907.49132413227562
P12,C16,HUD,PLL,962.17167437579064
P13,C14,HUD,PLL,880.60661997460465
P13,C11,HUD,PLL,896.26410495603363
P13,C11,HUD,PLL,871.53375381662931
P13,C03,HUD,PLL,974.24871179490003
P14,C14,HUD,PLL,995.24611372277525
P14,C11,HUD,PLL,812.36888369313021
P14,C11,HUD,PLL,867.25213296320931
P14,C03,HUD,PLL,914.30410855313676
P15,C16,HUD,PLL,879.32103702156121
P15,C15,HUD,PLL,873.2527648861751
P15,C12,HUD,PLL,858.42314366160247
P15,C10,HUD,PLL,915.05808936224958
P16,C03,HUD,PLL,289.2254485180527
P16,C11,HUD,PLL,465.42070484088168
P16,C11,HUD,PLL,467.14927282927698
P16,C14,HUD,PLL,477.8634496413689
P17,C10,HUD,PLL,900.41295574433479
P17,C12,HUD,PLL,739.21031989716312
P17,C15,HUD,PLL,739.73637014292831
P17,C16,HUD,PLL,704.14807967301988
P18,C03,HUD,PLL,900.26902004147667
P18,C11,HUD,PLL,613.04094587298118
P18,C11,HUD,PLL,797.93801821810189
P18,C14,HUD,PLL,768.62939646328425
P01,C16,HUD,PLL,465.59579148007941
P01,C15,HUD,PLL,474.81373887621976
P01,C12,HUD,PLL,636.93501301719368
P01,C10,HUD,PLL,623.88913016866331
P19,C16,HUD,PLL,865.78649847015959
P19,C15,HUD,PLL,804.07326428455349
P19,C12,HUD,PLL,863.08898308753953
P19,C10,HUD,PLL,893.34802580369001
P20,C16,HUD,PLL,813.64748146131114
P20,C15,HUD,PLL,861.55380528225214
P20,C12,HUD,PLL,856.83840180451114
P20,C10,HUD,PLL,830.12942000611179
P02,C10,HUD,PLL,664.80315723523461
P02,C12,HUD,PLL,601.30161063648552
P02,C15,HUD,PLL,540.22478499567842
P02,C16,HUD,PLL,486.36143921852721
P03,C03,HUD,PLL,870.00148745225181
P03,C11,HUD,PLL,861.43153124407422
P03,C11,HUD,PLL,781.97061902224641
P03,C14,HUD,PLL,852.78894672859849
P04,C14,HUD,PLL,833.97779573014452
P04,C11,HUD,PLL,818.25494446950995
P04,C11,HUD,PLL,877.58227894471361
P04,C03,HUD,PLL,971.29987151819842
P05,C16,HUD,PLL,799.2420139499759
P05,C15,HUD,PLL,831.14177159018482
P05,C12,HUD,PLL,834.10352895835388
P05,C10,HUD,PLL,853.74559863542265
P06,C03,HUD,PLL,914.46679337878959
P06,C11,HUD,PLL,882.72496758633554
P06,C11,HUD,PLL,864.73579324947821
P06,C14,HUD,PLL,843.18803583238866
P07,C14,HUD,PLL,539.94523631543768
P07,C11,HUD,PLL,572.28761270575535
P07,C11,HUD,PLL,450.132998341112
P07,C03,HUD,PLL,514.85270804526237
P08,C14,HUD,PLL,949.56831285881924
P08,C11,HUD,PLL,933.58043458768884
P08,C11,HUD,PLL,890.0691900444026
P08,C03,HUD,PLL,978.39694665140541
P09,C01,RAW,S,1089.2765208634737
P09,C01,RAW,S,1001.3007125891386
P09,C04,RAW,S,906.18766095851538
P09,C04,RAW,S,902.4994903720642
P09,C04,RAW,S,927.37022198751481
P09,C09,RAW,S,935.99233723037401
P09,C09,RAW,S,955.0643010023548
P09,C10,RAW,S,909.78774641127836
P09,C10,RAW,S,945.01451726910238
P09,C12,RAW,S,909.2743462001132
P09,C12,RAW,S,935.32237063920445
P09,C12,RAW,S,941.52866077282317
P09,C13,RAW,S,882.60051592400362
P09,C13,RAW,S,886.7203592895371
P09,C13,RAW,S,765.02337158011539
P09,C15,RAW,S,894.78315429390784
P09,C15,RAW,S,1018.2453870837904
P09,C15,RAW,S,986.32992392771996
P09,C15,RAW,S,919.16416814282195
P09,C16,RAW,S,910.38698051690005
P09,C16,RAW,S,914.89564778104523
P09,C16,RAW,S,941.75977513562361
P09,C16,RAW,S,956.4194164406448
P09,C18,RAW,S,934.04703662937675
P09,C18,RAW,S,962.01939501506115
P09,C18,RAW,S,961.59222074387844
P10,C02,RAW,S,920.07202162002761
P10,C02,RAW,S,920.12525983068758
P10,C03,RAW,S,884.84074960252917
P10,C03,RAW,S,993.56718957077896
P10,C03,RAW,S,997.23240576198282
P10,C03,RAW,S,951.4841321845696
P10,C03,RAW,S,904.90276774867402
P10,C05,RAW,S,901.10556018596958
P10,C05,RAW,S,887.20761630438733
P10,C05,RAW,S,958.53710757256238
P10,C06,RAW,S,976.35539683999821
P10,C06,RAW,S,869.85279311835518
P10,C06,RAW,S,928.1912854550136
P10,C07,RAW,S,914.90096997525279
P10,C07,RAW,S,899.26335391234295
P10,C07,RAW,S,959.25203911500819
P10,C08,RAW,S,1025.5619414885
P10,C08,RAW,S,799.88135775021783
P10,C08,RAW,S,918.92649065244564
P10,C11,RAW,S,911.24347916546276
P10,C11,RAW,S,833.60097609087518
P10,C11,RAW,S,1082.9919294592564
P10,C14,RAW,S,936.3899390917328
P10,C14,RAW,S,1013.0180684526596
P10,C14,RAW,S,949.29410281565276
P10,C14,RAW,S,1098.4434932275797
P10,C17,RAW,S,902.13310041344221
P10,C17,RAW,S,952.82590314822198
P10,C17,RAW,S,923.88486309627262
P10,C17,RAW,S,949.48395683220383
P11,C17,RAW,S,908.09066681351783
P11,C17,RAW,S,931.74300188883217
P11,C17,RAW,S,911.99679940882322
P11,C17,RAW,S,980.14107426155283
P11,C14,RAW,S,879.62551087839552
P11,C14,RAW,S,972.28499500175701
P11,C14,RAW,S,942.46861276270238
P11,C14,RAW,S,1116.4149406346762
P11,C11,RAW,S,938.79143354310224
P11,C11,RAW,S,839.77026153793827
P11,C11,RAW,S,937.88631164585684
P11,C08,RAW,S,998.77909430717
P11,C08,RAW,S,1022.261645802026
P11,C08,RAW,S,1008.7390676526678
P11,C07,RAW,S,874.06812997272834
P11,C07,RAW,S,995.350420916296
P11,C07,RAW,S,926.62456540496157
P11,C06,RAW,S,921.82694947151037
P11,C06,RAW,S,892.78167896678804
P11,C06,RAW,S,911.33165422530362
P11,C05,RAW,S,940.64361106362958
P11,C05,RAW,S,913.86767348345984
P11,C05,RAW,S,939.97236802691998
P11,C03,RAW,S,947.56772248658058
P11,C03,RAW,S,930.32846548844122
P11,C03,RAW,S,894.17032710101671
P11,C03,RAW,S,950.30673278311838
P11,C03,RAW,S,870.4358669590722
P11,C02,RAW,S,936.75998425927344
P11,C02,RAW,S,880.28181980137515
P12,C02,RAW,S,982.25622973590521
P12,C02,RAW,S,926.47736034134437
P12,C03,RAW,S,968.10927297104922
P12,C03,RAW,S,957.62209763425199
P12,C03,RAW,S,997.00014390751403
P12,C03,RAW,S,976.04484913886597
P12,C03,RAW,S,915.20124902259818
P12,C05,RAW,S,1016.3648454754668
P12,C05,RAW,S,1006.3304840493856
P12,C05,RAW,S,981.88220880874235
P12,C06,RAW,S,984.49229296969497
P12,C06,RAW,S,941.72198736559142
P12,C06,RAW,S,1092.2272727272727
P12,C07,RAW,S,1008.722332303048
P12,C07,RAW,S,919.38655843920003
P12,C07,RAW,S,1026.5905477350159
P12,C08,RAW,S,996.95935254701044
P12,C08,RAW,S,1013.3667539311808
P12,C08,RAW,S,1099.9642750180246
P12,C11,RAW,S,988.1880691081476
P12,C11,RAW,S,908
P12,C11,RAW,S,963.49079426340336
P12,C14,RAW,S,953.89108229314115
P12,C14,RAW,S,1030.3390953998487
P12,C14,RAW,S,987.51555154245682
P12,C14,RAW,S,1127.5565228705657
P12,C17,RAW,S,974.40465847972121
P12,C17,RAW,S,988.68157454891525
P12,C17,RAW,S,970.44881225529264
P12,C17,RAW,S,976.51820312852396
P13,C18,RAW,S,921.28456913468278
P13,C18,RAW,S,988.2358479774224
P13,C18,RAW,S,907.12530851035456
P13,C16,RAW,S,958.66215179512119
P13,C16,RAW,S,1057.0740059845523
P13,C16,RAW,S,1033.8388846062978
P13,C16,RAW,S,956.82888371169395
P13,C15,RAW,S,857.65169348671031
P13,C15,RAW,S,1071.0323698643288
P13,C15,RAW,S,951.50393612243158
P13,C15,RAW,S,991.91817214091077
P13,C13,RAW,S,961.73773795901639
P13,C13,RAW,S,989.63228465922316
P13,C13,RAW,S,864.51591435749685
P13,C12,RAW,S,923.37862347795078
P13,C12,RAW,S,900.19483642864179
P13,C12,RAW,S,937.75032209120843
P13,C10,RAW,S,902.95003659468523
P13,C10,RAW,S,938.09923935724078
P13,C09,RAW,S,987.77379791401518
P13,C09,RAW,S,963.13257788346198
P13,C04,RAW,S,955.465736256936
P13,C04,RAW,S,919.49008150358725
P13,C04,RAW,S,1016.6893920958952
P13,C01,RAW,S,1122.5245025684319
P13,C01,RAW,S,1039.3118897481124
P14,C18,RAW,S,920.47936672542221
P14,C18,RAW,S,973.78605758532319
P14,C18,RAW,S,817.65526650242737
P14,C16,RAW,S,867.08914108541705
P14,C16,RAW,S,938
P14,C16,RAW,S,837.20232162893524
P14,C16,RAW,S,948.7839329027488
P14,C16,RAW,S,1044.199692795358
P14,C15,RAW,S,916.27163639764638
P14,C15,RAW,S,999.50969598564757
P14,C15,RAW,S,921.3320771460144
P14,C15,RAW,S,867.79066926244013
P14,C13,RAW,S,814.91790514852983
P14,C13,RAW,S,861.36136421632784
P14,C13,RAW,S,824.62711398985903
P14,C12,RAW,S,943.19895096348364
P14,C12,RAW,S,870.91838740363107
P14,C12,RAW,S,853.53857798957029
P14,C10,RAW,S,848.91466855612236
P14,C10,RAW,S,936.67525736457037
P14,C09,RAW,S,936.08940861536644
P14,C09,RAW,S,983.31711235668979
P14,C04,RAW,S,995.61442322391702
P14,C04,RAW,S,924.410906173733
P14,C04,RAW,S,1024.8118279310506
P14,C01,RAW,S,1129.3546745492172
P14,C01,RAW,S,958.1980465955188
P15,C17,RAW,S,939.53798147086684
P15,C17,RAW,S,911.14395903638035
P15,C17,RAW,S,961.08094732160157
P15,C17,RAW,S,939.52118034716136
P15,C14,RAW,S,893.98086560011336
P15,C14,RAW,S,994.36840194619299
P15,C14,RAW,S,960.96618886002761
P15,C14,RAW,S,1095.5230643230689
P15,C11,RAW,S,933.62481822330301
P15,C11,RAW,S,826.41530858013857
P15,C11,RAW,S,958.87151340636365
P15,C08,RAW,S,1009.4955981951564
P15,C08,RAW,S,964.03644989843315
P15,C08,RAW,S,1030.7675028837834
P15,C07,RAW,S,912.1268731186376
P15,C07,RAW,S,895.55152515025452
P15,C07,RAW,S,988.49171162138555
P15,C06,RAW,S,953.03041101039162
P15,C06,RAW,S,892.33605877955881
P15,C06,RAW,S,966.78570914132399
P15,C05,RAW,S,922.70474309728161
P15,C05,RAW,S,931.95586783370402
P15,C05,RAW,S,892.63980755990031
P15,C03,RAW,S,867.78382019129583
P15,C03,RAW,S,947.54666137950721
P15,C03,RAW,S,943.44222050562018
P15,C03,RAW,S,984.3328360966816
P15,C03,RAW,S,871.07752830133154
P15,C02,RAW,S,931.20408901922656
P15,C02,RAW,S,893.66592460660661
P16,C01,RAW,S,993.65606635813583
P16,C01,RAW,S,977.23957689479676
P16,C09,RAW,S,955.32433099411003
P16,C09,RAW,S,952.18411694947622
P16,C10,RAW,S,910.10993423359503
P16,C10,RAW,S,979.40544817430759
P16,C12,RAW,S,927.5789200388366
P16,C12,RAW,S,978.81911092636278
P16,C12,RAW,S,955.87030831476284
P16,C13,RAW,S,920.7943853734688
P16,C13,RAW,S,931.69472969035041
P16,C13,RAW,S,862.20924511218618
P16,C15,RAW,S,956.2347354316172
P16,C15,RAW,S,1028.5511842850638
P16,C15,RAW,S,966.37602589160258
P16,C15,RAW,S,996.30261568306219
P16,C18,RAW,S,951.35417737696116
P16,C18,RAW,S,970.36352417028195
P16,C18,RAW,S,973.11742764711835
P16,C04,RAW,S,1138.7886390442288
P16,C04,RAW,S,949.11460897732525
P16,C04,RAW,S,981.78934241702279
P16,C16,RAW,S,940.31315431775681
P16,C16,RAW,S,971.8485445406784
P16,C16,RAW,S,978.39903542562115
P16,C16,RAW,S,966.11541349263598
P17,C02,RAW,S,942.16971496476219
P17,C02,RAW,S,947.83097296566041
P17,C03,RAW,S,962.25457415593723
P17,C03,RAW,S,952.13498221323164
P17,C03,RAW,S,955.76851142829798
P17,C03,RAW,S,966.65336038027965
P17,C03,RAW,S,953.90537509329624
P17,C05,RAW,S,978.6074013085904
P17,C05,RAW,S,984.43089529909184
P17,C05,RAW,S,941.85195493129038
P17,C06,RAW,S,965.14779822767082
P17,C06,RAW,S,948.18797843537584
P17,C06,RAW,S,858.21541452686245
P17,C07,RAW,S,945.06318212510598
P17,C07,RAW,S,921.59198738396003
P17,C07,RAW,S,971.67106880559925
P17,C08,RAW,S,984.47849255870517
P17,C08,RAW,S,974.37472401855121
P17,C08,RAW,S,1020.7682157666056
P17,C11,RAW,S,963.68476430976443
P17,C11,RAW,S,874.0917905202416
P17,C11,RAW,S,943.56758360684523
P17,C14,RAW,S,887.68805405540434
P17,C14,RAW,S,970.9121808461914
P17,C14,RAW,S,955.69185088665222
P17,C14,RAW,S,1144.8547215952888
P17,C17,RAW,S,944.644443142922
P17,C17,RAW,S,941.52342521977516
P17,C17,RAW,S,949.60609048663196
P17,C17,RAW,S,911.20426118296041
P18,C01,RAW,S,1105.8160824903352
P18,C01,RAW,S,977.1429290100582
P18,C04,RAW,S,920.87671385624083
P18,C04,RAW,S,933.21125776928818
P18,C04,RAW,S,957.04858572521061
P18,C09,RAW,S,941.78942696444244
P18,C09,RAW,S,982.58146447330284
P18,C10,RAW,S,883.36844831887652
P18,C10,RAW,S,939.42701682228881
P18,C12,RAW,S,924.77661319960418
P18,C12,RAW,S,882.41043628681575
P18,C12,RAW,S,936.54449081888777
P18,C13,RAW,S,912.17490187689521
P18,C13,RAW,S,902.7570689303318
P18,C13,RAW,S,903.21082725792382
P18,C15,RAW,S,850.68167622669
P18,C15,RAW,S,1080.247463239147
P18,C15,RAW,S,937.23597171004576
P18,C15,RAW,S,909.15803040316757
P18,C16,RAW,S,960.15995197895518
P18,C16,RAW,S,1003.31037282408
P18,C16,RAW,S,999.82226699783564
P18,C16,RAW,S,953.33406597190242
P18,C18,RAW,S,938.46533122873075
P18,C18,RAW,S,981.41705961916045
P18,C18,RAW,S,914.89522697227801
P01,C17,RAW,S,960.29030339168798
P01,C17,RAW,S,971.74202532272602
P01,C17,RAW,S,986.99816772363999
P01,C17,RAW,S,961.98719216379163
P01,C14,RAW,S,891.02183501366642
P01,C14,RAW,S,997.83174869185302
P01,C14,RAW,S,981.61730266864095
P01,C14,RAW,S,1283.9552815348011
P01,C11,RAW,S,974.103390243626
P01,C11,RAW,S,858.00000000000011
P01,C11,RAW,S,945.02276212868117
P01,C08,RAW,S,963.13766013538043
P01,C08,RAW,S,933.20744643712203
P01,C08,RAW,S,1156.6203497833601
P01,C07,RAW,S,968.49525809965485
P01,C07,RAW,S,999.97788910142162
P01,C07,RAW,S,1001.0397532572284
P01,C06,RAW,S,972.4366631410312
P01,C06,RAW,S,956.81166679173521
P01,C06,RAW,S,963.62033899895278
P01,C05,RAW,S,963.56262066187776
P01,C05,RAW,S,986.81003851849277
P01,C05,RAW,S,974.13828360766615
P01,C03,RAW,S,893.27816627701168
P01,C03,RAW,S,977.63630548099115
P01,C03,RAW,S,966.52024032305883
P01,C03,RAW,S,994.89764469351041
P01,C03,RAW,S,879.23115408501656
P01,C02,RAW,S,924.61575090699523
P01,C02,RAW,S,961.27408451390204
P19,C17,RAW,S,786.84425922301466
P19,C17,RAW,S,898.96056859157602
P19,C17,RAW,S,958.1192920448168
P19,C17,RAW,S,889.04923929148617
P19,C14,RAW,S,1039.1931060546508
P19,C14,RAW,S,961.24312287081239
P19,C14,RAW,S,966.64750535532403
P19,C14,RAW,S,984.134576852132
P19,C11,RAW,S,853.31508194799187
P19,C11,RAW,S,931.01353603373798
P19,C11,RAW,S,984.53465205233681
P19,C08,RAW,S,1001.170070985268
P19,C08,RAW,S,965.05184160971919
P19,C08,RAW,S,836.14514613152789
P19,C07,RAW,S,914.96336316185761
P19,C07,RAW,S,895.26837462215701
P19,C07,RAW,S,923.03295859103525
P19,C06,RAW,S,947.62365163985817
P19,C06,RAW,S,877.8317373251889
P19,C06,RAW,S,954
P19,C05,RAW,S,695.98785851525975
P19,C05,RAW,S,885.36467630289587
P19,C05,RAW,S,835.60427199686455
P19,C03,RAW,S,954.11338694429321
P19,C03,RAW,S,980.36670323778606
P19,C03,RAW,S,1010.4942589648816
P19,C03,RAW,S,914.79963439689823
P19,C03,RAW,S,988.82636822429663
P19,C02,RAW,S,789.16256950251272
P19,C02,RAW,S,913.25425419591397
P20,C17,RAW,S,929.52215231780315
P20,C17,RAW,S,917.50405575254501
P20,C17,RAW,S,949.28642959151159
P20,C17,RAW,S,913.55253962522943
P20,C14,RAW,S,853.36029267104368
P20,C14,RAW,S,952.58790762156502
P20,C14,RAW,S,943.99909392999018
P20,C14,RAW,S,1170.1988741003249
P20,C11,RAW,S,948.09286336815558
P20,C11,RAW,S,848.99998450701105
P20,C11,RAW,S,893.45509653722013
P20,C08,RAW,S,970.25410232432841
P20,C08,RAW,S,904.68697058302325
P20,C08,RAW,S,946.64818935634662
P20,C07,RAW,S,919.59644048944995
P20,C07,RAW,S,911.31839069024318
P20,C07,RAW,S,932.32240863860284
P20,C06,RAW,S,934.83514611389955
P20,C06,RAW,S,902.084316246659
P20,C06,RAW,S,912.66566563502602
P20,C05,RAW,S,928.70921310264737
P20,C05,RAW,S,935.62615950466602
P20,C05,RAW,S,864.40574054406852
P20,C03,RAW,S,909.0049601894026
P20,C03,RAW,S,914.86071194162957
P20,C03,RAW,S,907.5896774961044
P20,C03,RAW,S,900.53304248887423
P20,C03,RAW,S,883.32441990112773
P20,C02,RAW,S,884.23013258313892
P20,C02,RAW,S,895.95325796545626
P02,C02,RAW,S,988.41433391820942
P02,C02,RAW,S,954.08458920089436
P02,C03,RAW,S,931.36169882161562
P02,C03,RAW,S,997.82412160181082
P02,C03,RAW,S,1017.7749790459339
P02,C03,RAW,S,993.39596184816503
P02,C03,RAW,S,874.04217998316881
P02,C05,RAW,S,948.08383246105882
P02,C05,RAW,S,984.60622804604884
P02,C05,RAW,S,944.27057853488282
P02,C06,RAW,S,989.65443725036937
P02,C06,RAW,S,950.97196351339403
P02,C06,RAW,S,965.09339237060919
P02,C07,RAW,S,959.49795741386845
P02,C07,RAW,S,957.70302172706943
P02,C07,RAW,S,988.28535845818521
P02,C08,RAW,S,1029.8929637846404
P02,C08,RAW,S,977.86554255072758
P02,C08,RAW,S,1165.7760056826016
P02,C11,RAW,S,974.50572798661995
P02,C11,RAW,S,889.58956045824732
P02,C11,RAW,S,974.96512009068363
P02,C14,RAW,S,935.11038675947441
P02,C14,RAW,S,990.43627834162123
P02,C14,RAW,S,999.85547352201263
P02,C14,RAW,S,1021.165813196332
P02,C14,RAW,S,1082.5168700840943
P02,C17,RAW,S,958.89197449180597
P02,C17,RAW,S,989.14076673160537
P02,C17,RAW,S,982.70244079502402
P02,C17,RAW,S,986.11636690955481
P03,C01,RAW,S,1016.5740967204572
P03,C01,RAW,S,984.48102136398677
P03,C04,RAW,S,939.55739296037802
P03,C04,RAW,S,927.90376170981756
P03,C04,RAW,S,967.13061616938364
P03,C09,RAW,S,953.04570017663116
P03,C09,RAW,S,991.57297992518738
P03,C10,RAW,S,914.90116150474705
P03,C10,RAW,S,965.89061947731
P03,C12,RAW,S,929.85123580533616
P03,C12,RAW,S,924.38443032360601
P03,C12,RAW,S,940.12219116621441
P03,C13,RAW,S,920.83738472031018
P03,C13,RAW,S,907.50793801416182
P03,C13,RAW,S,958.56016883713164
P03,C15,RAW,S,1001.7309246085002
P03,C15,RAW,S,979.0557268803874
P03,C15,RAW,S,953.34676047293135
P03,C15,RAW,S,967.3780030561004
P03,C16,RAW,S,952.88847637907156
P03,C16,RAW,S,939.93765646217855
P03,C16,RAW,S,972.82802809210318
P03,C16,RAW,S,962.87002708602017
P03,C18,RAW,S,951.02681515354084
P03,C18,RAW,S,961.35964903859804
P03,C18,RAW,S,934.50855923421841
P04,C18,RAW,S,977.66265934028365
P04,C18,RAW,S,952.2435620312358
P04,C18,RAW,S,937.75416324711375
P04,C16,RAW,S,975.05793756881405
P04,C16,RAW,S,951.88494763716915
P04,C16,RAW,S,1007.0251954840592
P04,C16,RAW,S,955.51034104091241
P04,C15,RAW,S,903.20833900168918
P04,C15,RAW,S,1060.446985302551
P04,C15,RAW,S,1017.18380927386
P04,C15,RAW,S,871.70697436742591
P04,C13,RAW,S,879.0873745328696
P04,C13,RAW,S,860.5148207518464
P04,C13,RAW,S,848.7345737229806
P04,C12,RAW,S,922.22305599747199
P04,C12,RAW,S,921.05522114767359
