participant_id,condition,scene_code,transition,probability
P09,HUD,PTL,L->L,0.2857142857142857
P09,HUD,PTL,L->R,0
P09,HUD,PTL,R->C,0.057142857142857148
P09,HUD,PTL,R->L,0.085714285714285729
P09,HUD,PTL,R->R,0.14285714285714285
P09,RAW,PTL,C->C,0.79939021091286
P09,RAW,PTL,C->L,0.14846223898040628
P09,RAW,PTL,C->R,0.052147550106733762
P09,RAW,PTL,L->C,0.31177944862155388
P09,RAW,PTL,L->L,0.49022556390977445
P09,RAW,PTL,L->R,0.055137844611528819
P09,RAW,PTL,R->C,0.40476190476190471
P09,RAW,PTL,R->L,0.023809523809523801
P09,RAW,PTL,R->R,0.14285714285714285
P09,HUD,PTR,C->C,0.80509259259259258
P09,HUD,PTR,C->L,0.074999999999999997
P09,HUD,PTR,C->R,0.11990740740740741
P09,HUD,PTR,L->C,0.1111111111111111
P09,HUD,PTR,L->L,0.19444444444444442
P09,HUD,PTR,L->R,0.027777777777777766
P09,HUD,PTR,R->C,0.092592592592592601
P09,HUD,PTR,R->L,0.055555555555555552
P09,HUD,PTR,R->R,0.51851851851851849
P09,RAW,PTR,C->C,0.78816872427983542
P09,RAW,PTR,C->L,0.11075102880658434
P09,RAW,PTR,C->R,0.10108024691358024
P09,RAW,PTR,L->C,0.17936507936507937
P09,RAW,PTR,L->L,0.39523809523809522
P09,RAW,PTR,L->R,0.2587301587301587
P09,RAW,PTR,R->C,0.3051282051282051
P09,RAW,PTR,R->L,0.058974358974358966
P09,RAW,PTR,R->R,0.46923076923076917
P09,HUD,S,C->C,0.95502735578070974
P09,HUD,S,C->L,0.025615612362258382
P09,HUD,S,C->R,0.019357031857031849
P09,HUD,S,L->C,0.21666666666666667
P09,HUD,S,L->L,0.050000000000000003
P09,HUD,S,L->R,0
P09,HUD,S,R->C,0.16277777777777777
P09,HUD,S,R->L,0
P09,HUD,S,R->R,0.070555555555555552
P09,RAW,S,C->C,0.95208492423995472
P09,RAW,S,C->L,0.030242029179477263
P09,RAW,S,C->R,0.017673046580568039
P09,RAW,S,L->C,0.25931013431013433
P09,RAW,S,L->L,0.08684371184371184
P09,RAW,S,L->R,0
P09,RAW,S,R->C,0.23589743589743589
P09,RAW,S,R->L,0
P09,RAW,S,R->R,0.033333333333333333
P09,HUD,TL,C->C,0.70901360544217684
P09,HUD,TL,C->L,0.27057823129251701
P09,HUD,TL,C->R,0.020408163265306114
P09,HUD,TL,L->C,0.21067821067821066
P09,HUD,TL,L->L,0.78932178932178931
P09,HUD,TL,L->R,0
P09,HUD,TL,R->C,0.2857142857142857
P09,HUD,TL,R->L,0
P09,HUD,TL,R->R,0
P09,RAW,TL,C->C,0.63469387755102047
P09,RAW,TL,C->L,0.2687074829931973
P09,RAW,TL,C->R,0.096598639455782301
P09,RAW,TL,L->C,0.18231768231768228
P09,RAW,TL,L->L,0.81768231768231769
P09,RAW,TL,L->R,0
P09,RAW,TL,R->C,0.2857142857142857
P09,RAW,TL,R->L,0.21428571428571427
P09,RAW,TL,R->R,0.071428571428571425
P09,HUD,TR,C->C,0.76785714285714279
P09,HUD,TR,C->L,0
P09,HUD,TR,C->R,0.23214285714285712
P09,HUD,TR,L->C,0
P09,HUD,TR,L->L,0
P09,HUD,TR,L->R,0
P09,HUD,TR,R->C,0.16944444444444443
P09,HUD,TR,R->L,0
P09,HUD,TR,R->R,0.66388888888888886
P09,RAW,TR,C->C,0.72619047619047616
P09,RAW,TR,C->L,0.16666666666666666
P09,RAW,TR,C->R,0.10714285714285714
P09,RAW,TR,L->C,0
P09,RAW,TR,L->L,0
P09,RAW,TR,L->R,0.33333333333333331
P09,RAW,TR,R->C,0.12413003663003658
P09,RAW,TR,R->L,0.027777777777777766
P09,RAW,TR,R->R,0.84809218559218558
P10,HUD,LL,C->C,0.95833333333333337
P10,HUD,LL,C->L,0
P10,HUD,LL,C->R,0.04166666666666665
P10,HUD,LL,L->C,0.25
P10,HUD,LL,L->L,0
P10,HUD,LL,L->R,0
P10,HUD,LL,R->C,0.083333333333333329
P10,HUD,LL,R->L,0
P10,HUD,LL,R->R,0.16666666666666666
P10,RAW,LL,C->C,0.88656299840510377
P10,RAW,LL,C->L,0.027046783625730972
P10,RAW,LL,C->R,0.086390217969165323
P10,RAW,LL,L->C,0.5
P10,RAW,LL,L->L,0
P10,RAW,LL,L->R,0
P10,RAW,LL,R->C,0.91666666666666663
P10,RAW,LL,R->L,0
P10,RAW,LL,R->R,0.083333333333333329
P10,HUD,LR,C->C,0.92006589425067686
P10,HUD,LR,C->L,0.025641025641025633
P10,HUD,LR,C->R,0.054293080108297476
P10,HUD,LR,L->C,0.16666666666666666
P10,HUD,LR,L->L,0
P10,HUD,LR,L->R,0
P10,HUD,LR,R->C,0.38888888888888884
P10,HUD,LR,R->L,0
P10,HUD,LR,R->R,0.27777777777777773
P10,RAW,LR,C->C,0.92227095516569202
P10,RAW,LR,C->L,0.0092592592592592501
P10,RAW,LR,C->R,0.068469785575048722
P10,RAW,LR,L->C,0.33333333333333331
P10,RAW,LR,L->L,0
P10,RAW,LR,L->R,0
P10,RAW,LR,R->C,0.10416666666666667
P10,RAW,LR,R->L,0
P10,RAW,LR,R->R,0.22916666666666666
P10,HUD,PLL,C->C,0.87142857142857144
P10,HUD,PLL,C->L,0.12857142857142856
P10,HUD,PLL,C->R,0
P10,HUD,PLL,L->C,0.44047619047619047
P10,HUD,PLL,L->L,0.30952380952380953
P10,HUD,PLL,L->R,0
P10,HUD,PLL,R->C,0
P10,HUD,PLL,R->L,0
P10,HUD,PLL,R->R,0
P10,RAW,PLL,C->C,0.8408882783882784
P10,RAW,PLL,C->L,0.15911172161172157
P10,RAW,PLL,C->R,0
P10,RAW,PLL,L->C,0.41666666666666663
P10,RAW,PLL,L->L,0.33333333333333331
P10,RAW,PLL,L->R,0
P10,RAW,PLL,R->C,0
P10,RAW,PLL,R->L,0
P10,RAW,PLL,R->R,0
P10,HUD,PLR,C->C,0.89297739297739298
P10,HUD,PLR,C->L,0
P10,HUD,PLR,C->R,0.10702260702260701
P10,HUD,PLR,L->C,0
P10,HUD,PLR,L->L,0
P10,HUD,PLR,L->R,0
P10,HUD,PLR,R->C,0.23333333333333331
P10,HUD,PLR,R->L,0
P10,HUD,PLR,R->R,0.43333333333333335
P10,RAW,PLR,C->C,0.86793650793650789
P10,RAW,PLR,C->L,0
P10,RAW,PLR,C->R,0.13206349206349205
P10,RAW,PLR,L->C,0
P10,RAW,PLR,L->L,0
P10,RAW,PLR,L->R,0
P10,RAW,PLR,R->C,0.28222222222222221
P10,RAW,PLR,R->L,0
P10,RAW,PLR,R->R,0.51777777777777767
P10,HUD,PTL,C->C,0.77880642706729664
P10,HUD,PTL,C->L,0.10111995894604589
P10,HUD,PTL,C->R,0.12007361398665746
P10,HUD,PTL,L->C,0.28818681318681316
P10,HUD,PTL,L->L,0.64068223443223438
P10,HUD,PTL,L->R,0.071130952380952378
P10,HUD,PTL,R->C,0.42332675005486065
P10,HUD,PTL,R->L,0.092970521541950096
P10,HUD,PTL,R->R,0.48370272840318923
P10,RAW,PTL,C->C,0.70202535559678414
P10,RAW,PTL,C->L,0.16774891774891776
P10,RAW,PTL,C->R,0.13022572665429807
P10,RAW,PTL,L->C,0.31156462585034017
P10,RAW,PTL,L->L,0.45034013605442175
P10,RAW,PTL,L->R,0.095238095238095233
P10,RAW,PTL,R->C,0.21904761904761902
P10,RAW,PTL,R->L,0.33095238095238094
P10,RAW,PTL,R->R,0.30714285714285711
P10,HUD,PTR,C->C,0.69214299449461825
P10,HUD,PTR,C->L,0.11221894732533026
P10,HUD,PTR,C->R,0.19563805818005142
P10,HUD,PTR,L->C,0.20092592592592592
P10,HUD,PTR,L->L,0.52870370370370368
P10,HUD,PTR,L->R,0.1037037037037037
P10,HUD,PTR,R->C,0.44761904761904764
P10,HUD,PTR,R->L,0.11825396825396824
P10,HUD,PTR,R->R,0.43412698412698414
P10,RAW,PTR,C->C,0.7317460317460317
P10,RAW,PTR,C->L,0.090277777777777776
P10,RAW,PTR,C->R,0.17797619047619043
P10,RAW,PTR,L->C,0.35185185185185186
P10,RAW,PTR,L->L,0.19444444444444442
P10,RAW,PTR,L->R,0.12037037037037036
P10,RAW,PTR,R->C,0.35714285714285715
P10,RAW,PTR,R->L,0.023809523809523798
P10,RAW,PTR,R->R,0.2857142857142857
P10,HUD,S,C->C,0.88504083761877805
P10,HUD,S,C->L,0.036314314143898602
P10,HUD,S,C->R,0.041607811200286254
P10,HUD,S,L->C,0.31985423799149287
P10,HUD,S,L->L,0.19757495590828925
P10,HUD,S,L->R,0.0010893246187363816
P10,HUD,S,R->C,0.28783068783068783
P10,HUD,S,R->L,0.037037037037037035
P10,HUD,S,R->R,0.19365079365079366
P10,RAW,S,C->C,0.92794969348888889
P10,RAW,S,C->L,0.041474176083786403
P10,RAW,S,C->R,0.030576130427324745
P10,RAW,S,L->C,0.28222222222222221
P10,RAW,S,L->L,0.19361111111111112
P10,RAW,S,L->R,0.02416666666666667
P10,RAW,S,R->C,0.26203703703703701
P10,RAW,S,R->L,0.037499999999999999
P10,RAW,S,R->R,0.26712962962962966
P10,HUD,TL,C->C,0.75170068027210879
P10,HUD,TL,C->L,0.24829931972789113
P10,HUD,TL,C->R,0
P10,HUD,TL,L->C,0.20880230880230877
P10,HUD,TL,L->L,0.76233766233766243
P10,HUD,TL,L->R,0.028860028860028857
P10,HUD,TL,R->C,0.14285714285714285
P10,HUD,TL,R->L,0.2857142857142857
P10,HUD,TL,R->R,0.14285714285714285
P10,RAW,TL,C->C,0.87006802721088428
P10,RAW,TL,C->L,0.12993197278911564
P10,RAW,TL,C->R,0
P10,RAW,TL,L->C,0.1400845186559472
P10,RAW,TL,L->L,0.82522160379303244
P10,RAW,TL,L->R,0.034693877551020401
P10,RAW,TL,R->C,0.071428571428571425
P10,RAW,TL,R->L,0.26190476190476192
P10,RAW,TL,R->R,0.095238095238095233
P10,HUD,TR,C->C,0.44444444444444448
P10,HUD,TR,C->L,0.041666666666666664
P10,HUD,TR,C->R,0.34722222222222215
P10,HUD,TR,L->C,0.16666666666666666
P10,HUD,TR,L->L,0.19444444444444442
P10,HUD,TR,L->R,0.30555555555555552
P10,HUD,TR,R->C,0.17690781440781436
P10,HUD,TR,R->L,0.040476190476190464
P10,HUD,TR,R->R,0.78261599511599511
P10,RAW,TR,C->C,0.84053030303030296
P10,RAW,TR,C->L,0.041666666666666664
P10,RAW,TR,C->R,0.1178030303030303
P10,RAW,TR,L->C,0
P10,RAW,TR,L->L,0
P10,RAW,TR,L->R,0
P10,RAW,TR,R->C,0.34848484848484845
P10,RAW,TR,R->L,0
P10,RAW,TR,R->R,0.65151515151515149
P11,HUD,LL,C->C,0.90804195804195809
P11,HUD,LL,C->L,0.069230769230769235
P11,HUD,LL,C->R,0.022727272727272724
P11,HUD,LL,L->C,0.33333333333333331
P11,HUD,LL,L->L,0.16666666666666666
P11,HUD,LL,L->R,0
P11,HUD,LL,R->C,0.25
P11,HUD,LL,R->L,0
P11,HUD,LL,R->R,0
P11,RAW,LL,C->C,0.96111111111111114
P11,RAW,LL,C->L,0.013888888888888874
P11,RAW,LL,C->R,0.025000000000000001
P11,RAW,LL,L->C,0.1875
P11,RAW,LL,L->L,0.3125
P11,RAW,LL,L->R,0
P11,RAW,LL,R->C,0.083333333333333329
P11,RAW,LL,R->L,0
P11,RAW,LL,R->R,0.16666666666666666
P11,HUD,LR,C->C,1
P11,HUD,LR,C->L,0
P11,HUD,LR,C->R,0
P11,HUD,LR,L->C,0
P11,HUD,LR,L->L,0
P11,HUD,LR,L->R,0
P11,HUD,LR,R->C,0.16666666666666666
P11,HUD,LR,R->L,0
P11,HUD,LR,R->R,0
P11,RAW,LR,C->C,0.91507936507936505
P11,RAW,LR,C->L,0.023809523809523798
P11,RAW,LR,C->R,0.061111111111111095
P11,RAW,LR,L->C,0.1111111111111111
P11,RAW,LR,L->L,0.055555555555555552
P11,RAW,LR,L->R,0
P11,RAW,LR,R->C,0.69047619047619035
P11,RAW,LR,R->L,0
P11,RAW,LR,R->R,0.14285714285714285
P11,HUD,PLL,C->C,0.72400793650793649
P11,HUD,PLL,C->L,0.27599206349206346
P11,HUD,PLL,C->R,0
P11,HUD,PLL,L->C,0.375
P11,HUD,PLL,L->L,0.625
P11,HUD,PLL,L->R,0
P11,HUD,PLL,R->C,0
P11,HUD,PLL,R->L,0
P11,HUD,PLL,R->R,0
P11,RAW,PLL,C->C,0.8088699494949495
P11,RAW,PLL,C->L,0.1911300505050505
P11,RAW,PLL,C->R,0
P11,RAW,PLL,L->C,0.072916666666666657
P11,RAW,PLL,L->L,0.67708333333333337
P11,RAW,PLL,L->R,0
P11,RAW,PLL,R->C,0
P11,RAW,PLL,R->L,0
P11,RAW,PLL,R->R,0
P11,HUD,PLR,C->C,0.79920634920634914
P11,HUD,PLR,C->L,0
P11,HUD,PLR,C->R,0.20079365079365077
P11,HUD,PLR,L->C,0
P11,HUD,PLR,L->L,0
P11,HUD,PLR,L->R,0
P11,HUD,PLR,R->C,0.44047619047619047
P11,HUD,PLR,R->L,0
P11,HUD,PLR,R->R,0.39285714285714279
P11,RAW,PLR,C->C,0.77681818181818185
P11,RAW,PLR,C->L,0
P11,RAW,PLR,C->R,0.22318181818181815
P11,RAW,PLR,L->C,0
P11,RAW,PLR,L->L,0
P11,RAW,PLR,L->R,0
P11,RAW,PLR,R->C,0.30666666666666664
P11,RAW,PLR,R->L,0
P11,RAW,PLR,R->R,0.69333333333333336
P11,HUD,PTL,C->C,0.8352264366163159
P11,HUD,PTL,C->L,0.12429352956224585
P11,HUD,PTL,C->R,0.040480033821438173
P11,HUD,PTL,L->C,0.37332096474953619
P11,HUD,PTL,L->L,0.62667903525046387
P11,HUD,PTL,L->R,0
P11,HUD,PTL,R->C,0.17857142857142858
P11,HUD,PTL,R->L,0.17142857142857143
P11,HUD,PTL,R->R,0.22142857142857145
P11,RAW,PTL,C->C,0.79733183483183478
P11,RAW,PTL,C->L,0.13090659340659339
P11,RAW,PTL,C->R,0.071761571761571732
P11,RAW,PTL,L->C,0.16326530612244897
P11,RAW,PTL,L->L,0.69387755102040816
P11,RAW,PTL,L->R,0
P11,RAW,PTL,R->C,0.071428571428571425
P11,RAW,PTL,R->L,0.083333333333333329
P11,RAW,PTL,R->R,0.41666666666666663
P11,HUD,PTR,C->C,0.85379625534424297
P11,HUD,PTR,C->L,0.05779153766769865
P11,HUD,PTR,C->R,0.088412206988058337
P11,HUD,PTR,L->C,0.037037037037037035
P11,HUD,PTR,L->L,0.52777777777777779
P11,HUD,PTR,L->R,0.10185185185185186
P11,HUD,PTR,R->C,0.20833333333333334
P11,HUD,PTR,R->L,0.20833333333333334
P11,HUD,PTR,R->R,0.58333333333333337
P11,RAW,PTR,C->C,0.81269841269841259
P11,RAW,PTR,C->L,0.083333333333333315
P11,RAW,PTR,C->R,0.10396825396825395
P11,RAW,PTR,L->C,0.16428571428571428
P11,RAW,PTR,L->L,0.3619047619047619
P11,RAW,PTR,L->R,0.14047619047619045
P11,RAW,PTR,R->C,0.066666666666666666
P11,RAW,PTR,R->L,0.077083333333333337
P11,RAW,PTR,R->R,0.68958333333333333
P11,HUD,S,C->C,0.95650006251888986
P11,HUD,S,C->L,0.022574525022681698
P11,HUD,S,C->R,0.020925412458428459
P11,HUD,S,L->C,0.20869481395797182
P11,HUD,S,L->L,0.098997493734335848
P11,HUD,S,L->R,0
P11,HUD,S,R->C,0.25091575091575091
P11,HUD,S,R->L,0.0054945054945054923
P11,HUD,S,R->R,0.05128205128205128
P11,RAW,S,C->C,0.95813066068569119
P11,RAW,S,C->L,0.022636999974210877
P11,RAW,S,C->R,0.019232339340097947
P11,RAW,S,L->C,0.33666666666666667
P11,RAW,S,L->L,0.13
P11,RAW,S,L->R,0
P11,RAW,S,R->C,0.31111111111111112
P11,RAW,S,R->L,0
P11,RAW,S,R->R,0.088888888888888878
P11,HUD,TL,C->C,0.64625850340136048
P11,HUD,TL,C->L,0.35374149659863946
P11,HUD,TL,C->R,0
P11,HUD,TL,L->C,0.14861111111111111
P11,HUD,TL,L->L,0.85138888888888886
P11,HUD,TL,L->R,0
P11,HUD,TL,R->C,0
P11,HUD,TL,R->L,0
P11,HUD,TL,R->R,0
P11,RAW,TL,C->C,0.79642857142857149
P11,RAW,TL,C->L,0.060714285714285721
P11,RAW,TL,C->R,0
P11,RAW,TL,L->C,0.10719082504796788
P11,RAW,TL,L->L,0.89280917495203216
P11,RAW,TL,L->R,0
P11,RAW,TL,R->C,0
P11,RAW,TL,R->L,0.14285714285714285
P11,RAW,TL,R->R,0
P11,HUD,TR,C->C,0.5
P11,HUD,TR,C->L,0
P11,HUD,TR,C->R,0.16666666666666666
P11,HUD,TR,L->C,0
P11,HUD,TR,L->L,0
P11,HUD,TR,L->R,0.16666666666666666
P11,HUD,TR,R->C,0.082617845117845076
P11,HUD,TR,R->L,0.01515151515151515
P11,HUD,TR,R->R,0.90223063973063977
P11,RAW,TR,C->C,0.97222222222222232
P11,RAW,TR,C->L,0.027777777777777766
P11,RAW,TR,C->R,0
P11,RAW,TR,L->C,0.16666666666666666
P11,RAW,TR,L->L,0.083333333333333329
P11,RAW,TR,L->R,0.25
P11,RAW,TR,R->C,0.14106125356125357
P11,RAW,TR,R->L,0.018518518518518517
P11,RAW,TR,R->R,0.67375356125356134
P12,HUD,LL,C->C,1
P12,HUD,LL,C->L,0
P12,HUD,LL,C->R,0
P12,HUD,LL,L->C,0
P12,HUD,LL,L->L,0
P12,HUD,LL,L->R,0
P12,HUD,LL,R->C,0
P12,HUD,LL,R->L,0
P12,HUD,LL,R->R,0
P12,RAW,LL,C->C,1
P12,RAW,LL,C->L,0
P12,RAW,LL,C->R,0
P12,RAW,LL,L->C,0
P12,RAW,LL,L->L,0
P12,RAW,LL,L->R,0
P12,RAW,LL,R->C,0
P12,RAW,LL,R->L,0
P12,RAW,LL,R->R,0
P12,HUD,LR,C->C,0.98888888888888893
P12,HUD,LR,C->L,0
P12,HUD,LR,C->R,0.011111111111111099
P12,HUD,LR,L->C,0
P12,HUD,LR,L->L,0
P12,HUD,LR,L->R,0
P12,HUD,LR,R->C,0.083333333333333329
P12,HUD,LR,R->L,0
P12,HUD,LR,R->R,0.083333333333333329
P12,RAW,LR,C->C,0.99230769230769234
P12,RAW,LR,C->L,0
P12,RAW,LR,C->R,0.0076923076923076806
P12,RAW,LR,L->C,0
P12,RAW,LR,L->L,0
P12,RAW,LR,L->R,0
P12,RAW,LR,R->C,0.20000000000000001
P12,RAW,LR,R->L,0
P12,RAW,LR,R->R,0
P12,HUD,PLL,C->C,0.97499999999999998
P12,HUD,PLL,C->L,0.025000000000000001
P12,HUD,PLL,C->R,0
P12,HUD,PLL,L->C,0.25
P12,HUD,PLL,L->L,0
P12,HUD,PLL,L->R,0
P12,HUD,PLL,R->C,0
P12,HUD,PLL,R->L,0
P12,HUD,PLL,R->R,0
P12,RAW,PLL,C->C,1
P12,RAW,PLL,C->L,0
P12,RAW,PLL,C->R,0
P12,RAW,PLL,L->C,0
P12,RAW,PLL,L->L,0
P12,RAW,PLL,L->R,0
P12,RAW,PLL,R->C,0
P12,RAW,PLL,R->L,0
P12,RAW,PLL,R->R,0
P12,HUD,PLR,C->C,0.93174603174603166
P12,HUD,PLR,C->L,0
P12,HUD,PLR,C->R,0.068253968253968234
P12,HUD,PLR,L->C,0
P12,HUD,PLR,L->L,0
P12,HUD,PLR,L->R,0
P12,HUD,PLR,R->C,0.25
P12,HUD,PLR,R->L,0
P12,HUD,PLR,R->R,0.083333333333333329
P12,RAW,PLR,C->C,0.98461538461538467
P12,RAW,PLR,C->L,0
P12,RAW,PLR,C->R,0.01538461538461538
P12,RAW,PLR,L->C,0
P12,RAW,PLR,L->L,0
P12,RAW,PLR,L->R,0
P12,RAW,PLR,R->C,0
P12,RAW,PLR,R->L,0
P12,RAW,PLR,R->R,0.20000000000000001
P12,HUD,PTL,C->C,0.95676944690919841
P12,HUD,PTL,C->L,0.043230553090801531
P12,HUD,PTL,C->R,0
P12,HUD,PTL,L->C,0.20238095238095236
P12,HUD,PTL,L->L,0.51190476190476197
P12,HUD,PTL,L->R,0
P12,HUD,PTL,R->C,0
P12,HUD,PTL,R->L,0
P12,HUD,PTL,R->R,0
P12,RAW,PTL,C->C,0.96997038049669626
P12,RAW,PTL,C->L,0.022510822510822499
P12,RAW,PTL,C->R,0.0075187969924812
P12,RAW,PTL,L->C,0.071428571428571425
P12,RAW,PTL,L->L,0.21428571428571427
P12,RAW,PTL,L->R,0
P12,RAW,PTL,R->C,0
P12,RAW,PTL,R->L,0
P12,RAW,PTL,R->R,0
P12,HUD,PTR,C->C,0.8994393734505296
P12,HUD,PTR,C->L,0.0028735632183907998
P12,HUD,PTR,C->R,0.097687063331079557
P12,HUD,PTR,L->C,0.083333333333333329
P12,HUD,PTR,L->L,0.083333333333333329
P12,HUD,PTR,L->R,0
P12,HUD,PTR,R->C,0.13888888888888887
P12,HUD,PTR,R->L,0
P12,HUD,PTR,R->R,0.69444444444444431
P12,RAW,PTR,C->C,0.92922077922077928
P12,RAW,PTR,C->L,0
P12,RAW,PTR,C->R,0.070779220779220761
P12,RAW,PTR,L->C,0
P12,RAW,PTR,L->L,0
P12,RAW,PTR,L->R,0
P12,RAW,PTR,R->C,0.0079365079365079343
P12,RAW,PTR,R->L,0
P12,RAW,PTR,R->R,0.49206349206349209
P12,HUD,S,C->C,0.99452594024218222
P12,HUD,S,C->L,0
P12,HUD,S,C->R,0.0054740597578177928
P12,HUD,S,L->C,0
P12,HUD,S,L->L,0
P12,HUD,S,L->R,0
P12,HUD,S,R->C,0.11538461538461539
P12,HUD,S,R->L,0
P12,HUD,S,R->R,0
P12,RAW,S,C->C,0.95050260473741344
P12,RAW,S,C->L,0.0011904761904761899
P12,RAW,S,C->R,0.01497358573877703
P12,RAW,S,L->C,0.033333333333333333
P12,RAW,S,L->L,0
P12,RAW,S,L->R,0
P12,RAW,S,R->C,0.13333333333333333
P12,RAW,S,R->L,0
P12,RAW,S,R->R,0
P12,HUD,TL,C->C,0.911904761904762
P12,HUD,TL,C->L,0.088095238095238088
P12,HUD,TL,C->R,0
P12,HUD,TL,L->C,0.18458565244279529
P12,HUD,TL,L->L,0.81541434755720477
P12,HUD,TL,L->R,0
P12,HUD,TL,R->C,0
P12,HUD,TL,R->L,0
P12,HUD,TL,R->R,0
P12,RAW,TL,C->C,0.78075396825396826
P12,RAW,TL,C->L,0.21924603174603172
P12,RAW,TL,C->R,0
P12,RAW,TL,L->C,0.21972789115646257
P12,RAW,TL,L->L,0.78027210884353748
P12,RAW,TL,L->R,0
P12,RAW,TL,R->C,0
P12,RAW,TL,R->L,0
P12,RAW,TL,R->R,0
P12,HUD,TR,C->C,0.69444444444444431
P12,HUD,TR,C->L,0
P12,HUD,TR,C->R,0.30555555555555552
P12,HUD,TR,L->C,0
P12,HUD,TR,L->L,0
P12,HUD,TR,L->R,0
P12,HUD,TR,R->C,0.089433551198257064
P12,HUD,TR,R->L,0
P12,HUD,TR,R->R,0.91056644880174298
P12,RAW,TR,C->C,0.82043650793650791
P12,RAW,TR,C->L,0
P12,RAW,TR,C->R,0.17956349206349206
P12,RAW,TR,L->C,0
P12,RAW,TR,L->L,0
P12,RAW,TR,L->R,0
P12,RAW,TR,R->C,0.36191077441077441
P12,RAW,TR,R->L,0
P12,RAW,TR,R->R,0.63808922558922554
P13,HUD,LL,C->C,0.90681818181818186
P13,HUD,LL,C->L,0.045454545454545449
P13,HUD,LL,C->R,0.047727272727272729
P13,HUD,LL,L->C,0.1875
P13,HUD,LL,L->L,0.0625
P13,HUD,LL,L->R,0
P13,HUD,LL,R->C,0.5
P13,HUD,LL,R->L,0
P13,HUD,LL,R->R,0
P13,RAW,LL,C->C,1
P13,RAW,LL,C->L,0
P13,RAW,LL,C->R,0
P13,RAW,LL,L->C,0
P13,RAW,LL,L->L,0
P13,RAW,LL,L->R,0
P13,RAW,LL,R->C,0
P13,RAW,LL,R->L,0
P13,RAW,LL,R->R,0
P13,HUD,LR,C->C,0.96519607843137256
P13,HUD,LR,C->L,0.0083333333333333332
P13,HUD,LR,C->R,0.026470588235294117
P13,HUD,LR,L->C,0.16666666666666666
P13,HUD,LR,L->L,0
P13,HUD,LR,L->R,0
P13,HUD,LR,R->C,0.29166666666666669
P13,HUD,LR,R->L,0
P13,HUD,LR,R->R,0.041666666666666664
P13,RAW,LR,C->C,1
P13,RAW,LR,C->L,0
P13,RAW,LR,C->R,0
P13,RAW,LR,L->C,0
P13,RAW,LR,L->L,0
P13,RAW,LR,L->R,0
P13,RAW,LR,R->C,0
P13,RAW,LR,R->L,0
P13,RAW,LR,R->R,0
P13,HUD,PLL,C->C,0.9391025641025641
P13,HUD,PLL,C->L,0.060897435897435875
P13,HUD,PLL,C->R,0
P13,HUD,PLL,L->C,0.375
P13,HUD,PLL,L->L,0.375
P13,HUD,PLL,L->R,0
P13,HUD,PLL,R->C,0
P13,HUD,PLL,R->L,0
P13,HUD,PLL,R->R,0
P13,RAW,PLL,C->C,0.94999999999999996
P13,RAW,PLL,C->L,0.050000000000000003
P13,RAW,PLL,C->R,0
P13,RAW,PLL,L->C,0.375
P13,RAW,PLL,L->L,0.375
P13,RAW,PLL,L->R,0
P13,RAW,PLL,R->C,0.25
P13,RAW,PLL,R->L,0
P13,RAW,PLL,R->R,0
P13,HUD,PLR,C->C,0.76484126984126988
P13,HUD,PLR,C->L,0.02222222222222222
P13,HUD,PLR,C->R,0.21293650793650792
P13,HUD,PLR,L->C,0.20000000000000001
P13,HUD,PLR,L->L,0
P13,HUD,PLR,L->R,0
P13,HUD,PLR,R->C,0.27777777777777779
P13,HUD,PLR,R->L,0
P13,HUD,PLR,R->R,0.52222222222222225
P13,RAW,PLR,C->C,0.93055555555555547
P13,RAW,PLR,C->L,0
P13,RAW,PLR,C->R,0.069444444444444434
P13,RAW,PLR,L->C,0
P13,RAW,PLR,L->L,0
P13,RAW,PLR,L->R,0
P13,RAW,PLR,R->C,0.41666666666666669
P13,RAW,PLR,R->L,0
P13,RAW,PLR,R->R,0.083333333333333329
P13,HUD,PTL,C->C,0.84559884559884568
P13,HUD,PTL,C->L,0.12842712842712839
P13,HUD,PTL,C->R,0.025974025974025972
P13,HUD,PTL,L->C,0.26190476190476192
P13,HUD,PTL,L->L,0.73809523809523814
P13,HUD,PTL,L->R,0
P13,HUD,PTL,R->C,0.071428571428571425
P13,HUD,PTL,R->L,0.047619047619047616
P13,HUD,PTL,R->R,0.16666666666666666
P13,RAW,PTL,C->C,0.84197869124339708
P13,RAW,PTL,C->L,0.14515366169777932
P13,RAW,PTL,C->R,0.012867647058823527
P13,RAW,PTL,L->C,0.54290947148090007
P13,RAW,PTL,L->L,0.45709052851909993
P13,RAW,PTL,L->R,0
P13,RAW,PTL,R->C,0.096938775510204064
P13,RAW,PTL,R->L,0
P13,RAW,PTL,R->R,0.18877551020408162
P13,HUD,PTR,C->C,0.82933501683501687
P13,HUD,PTR,C->L,0.037373737373737365
P13,HUD,PTR,C->R,0.13329124579124577
P13,HUD,PTR,L->C,0.1111111111111111
P13,HUD,PTR,L->L,0.055555555555555552
P13,HUD,PTR,L->R,0.16666666666666666
P13,HUD,PTR,R->C,0.11683006535947711
P13,HUD,PTR,R->L,0.0098039215686274491
P13,HUD,PTR,R->R,0.7066993464052288
P13,RAW,PTR,C->C,0.8219667409884801
P13,RAW,PTR,C->L,0.061510590858416918
P13,RAW,PTR,C->R,0.1165226681531029
P13,RAW,PTR,L->C,0.47916666666666669
P13,RAW,PTR,L->L,0.34375
P13,RAW,PTR,L->R,0.010416666666666666
P13,RAW,PTR,R->C,0.15733225108225105
