participant_id,condition,scene_code,transition,probability
P05,RAW,PLL,C->R,0
P05,RAW,PLL,L->C,0.083333333333333329
P05,RAW,PLL,L->L,0.41666666666666663
P05,RAW,PLL,L->R,0
P05,RAW,PLL,R->C,0.25
P05,RAW,PLL,R->L,0
P05,RAW,PLL,R->R,0
P05,HUD,PLR,C->C,0.77997280497280508
P05,HUD,PLR,C->L,0
P05,HUD,PLR,C->R,0.220027195027195
P05,HUD,PLR,L->C,0
P05,HUD,PLR,L->L,0
P05,HUD,PLR,L->R,0
P05,HUD,PLR,R->C,0.48888888888888887
P05,HUD,PLR,R->L,0
P05,HUD,PLR,R->R,0.3444444444444445
P05,RAW,PLR,C->C,0.71111111111111114
P05,RAW,PLR,C->L,0
P05,RAW,PLR,C->R,0.12222222222222222
P05,RAW,PLR,L->C,0
P05,RAW,PLR,L->L,0
P05,RAW,PLR,L->R,0
P05,RAW,PLR,R->C,0.18650793650793651
P05,RAW,PLR,R->L,0
P05,RAW,PLR,R->R,0.31349206349206349
P05,HUD,PTL,C->C,0.85921368058464842
P05,HUD,PTL,C->L,0.11453736675510866
P05,HUD,PTL,C->R,0.02624895266024297
P05,HUD,PTL,L->C,0.73863636363636354
P05,HUD,PTL,L->L,0.11850649350649349
P05,HUD,PTL,L->R,0
P05,HUD,PTL,R->C,0.35034013605442171
P05,HUD,PTL,R->L,0
P05,HUD,PTL,R->R,0.22108843537414966
P05,RAW,PTL,C->C,0.7725932797361369
P05,RAW,PTL,C->L,0.16997526283240566
P05,RAW,PTL,C->R,0.057431457431457431
P05,RAW,PTL,L->C,0.23809523809523808
P05,RAW,PTL,L->L,0.44047619047619041
P05,RAW,PTL,L->R,0.035714285714285712
P05,RAW,PTL,R->C,0.19047619047619047
P05,RAW,PTL,R->L,0
P05,RAW,PTL,R->R,0.23809523809523808
P05,HUD,PTR,C->C,0.83615365977614664
P05,HUD,PTR,C->L,0.047380450070323488
P05,HUD,PTR,C->R,0.11646589015352975
P05,HUD,PTR,L->C,0.1891025641025641
P05,HUD,PTR,L->L,0.29807692307692307
P05,HUD,PTR,L->R,0.012820512820512817
P05,HUD,PTR,R->C,0.26488095238095238
P05,HUD,PTR,R->L,0
P05,HUD,PTR,R->R,0.56845238095238093
P05,RAW,PTR,C->C,0.80866189910307551
P05,RAW,PTR,C->L,0.033333333333333333
P05,RAW,PTR,C->R,0.15800476756359108
P05,RAW,PTR,L->C,0.10833333333333334
P05,RAW,PTR,L->L,0.22500000000000001
P05,RAW,PTR,L->R,0
P05,RAW,PTR,R->C,0.12286324786324786
P05,RAW,PTR,R->L,0.012820512820512817
P05,RAW,PTR,R->R,0.53098290598290598
P05,HUD,S,C->C,0.92183251883953277
P05,HUD,S,C->L,0.046499556955857585
P05,HUD,S,C->R,0.031667924204609614
P05,HUD,S,L->C,0.30783799533799533
P05,HUD,S,L->L,0.11523892773892773
P05,HUD,S,L->R,0
P05,HUD,S,R->C,0.40604395604395604
P05,HUD,S,R->L,0
P05,HUD,S,R->R,0.055494505494505485
P05,RAW,S,C->C,0.93649546955102514
P05,RAW,S,C->L,0.014837384837384827
P05,RAW,S,C->R,0.015333812278256713
P05,RAW,S,L->C,0.23333333333333334
P05,RAW,S,L->L,0.033333333333333333
P05,RAW,S,L->R,0
P05,RAW,S,R->C,0.23555555555555555
P05,RAW,S,R->L,0
P05,RAW,S,R->R,0.031111111111111107
P05,HUD,TL,C->C,0.6010204081632653
P05,HUD,TL,C->L,0.39897959183673465
P05,HUD,TL,C->R,0
P05,HUD,TL,L->C,0.23339517625231906
P05,HUD,TL,L->L,0.76660482374768091
P05,HUD,TL,L->R,0
P05,HUD,TL,R->C,0
P05,HUD,TL,R->L,0
P05,HUD,TL,R->R,0
P05,RAW,TL,C->C,0.8344671201814059
P05,RAW,TL,C->L,0.14512471655328799
P05,RAW,TL,C->R,0.020408163265306114
P05,RAW,TL,L->C,0.14644403215831786
P05,RAW,TL,L->L,0.85355596784168219
P05,RAW,TL,L->R,0
P05,RAW,TL,R->C,0.14285714285714285
P05,RAW,TL,R->L,0
P05,RAW,TL,R->R,0
P05,HUD,TR,C->C,0.61904761904761907
P05,HUD,TR,C->L,0
P05,HUD,TR,C->R,0.21428571428571427
P05,HUD,TR,L->C,0
P05,HUD,TR,L->L,0
P05,HUD,TR,L->R,0
P05,HUD,TR,R->C,0.165359477124183
P05,HUD,TR,R->L,0
P05,HUD,TR,R->R,0.83464052287581703
P05,RAW,TR,C->C,0.87619047619047619
P05,RAW,TR,C->L,0.023809523809523798
P05,RAW,TR,C->R,0.10000000000000002
P05,RAW,TR,L->C,0
P05,RAW,TR,L->L,0
P05,RAW,TR,L->R,0
P05,RAW,TR,R->C,0.16130952380952379
P05,RAW,TR,R->L,0
P05,RAW,TR,R->R,0.67202380952380958
P06,HUD,LL,C->C,0.96164772727272729
P06,HUD,LL,C->L,0
P06,HUD,LL,C->R,0.038352272727272721
P06,HUD,LL,L->C,0.25
P06,HUD,LL,L->L,0
P06,HUD,LL,L->R,0
P06,HUD,LL,R->C,0.5
P06,HUD,LL,R->L,0
P06,HUD,LL,R->R,0
P06,RAW,LL,C->C,1
P06,RAW,LL,C->L,0
P06,RAW,LL,C->R,0
P06,RAW,LL,L->C,0
P06,RAW,LL,L->L,0
P06,RAW,LL,L->R,0
P06,RAW,LL,R->C,0
P06,RAW,LL,R->L,0
P06,RAW,LL,R->R,0
P06,HUD,LR,C->C,0.97829131652661061
P06,HUD,LR,C->L,0
P06,HUD,LR,C->R,0.021708683473389348
P06,HUD,LR,L->C,0.083333333333333329
P06,HUD,LR,L->L,0.083333333333333329
P06,HUD,LR,L->R,0
P06,HUD,LR,R->C,0.16666666666666666
P06,HUD,LR,R->L,0
P06,HUD,LR,R->R,0.16666666666666666
P06,RAW,LR,C->C,0.9425770308123248
P06,RAW,LR,C->L,0.023809523809523798
P06,RAW,LR,C->R,0.033613445378151245
P06,RAW,LR,L->C,0.041666666666666664
P06,RAW,LR,L->L,0.125
P06,RAW,LR,L->R,0
P06,RAW,LR,R->C,0.25
P06,RAW,LR,R->L,0
P06,RAW,LR,R->R,0.083333333333333329
P06,HUD,PLL,C->C,0.86079545454545459
P06,HUD,PLL,C->L,0.13920454545454544
P06,HUD,PLL,C->R,0
P06,HUD,PLL,L->C,0.625
P06,HUD,PLL,L->L,0.375
P06,HUD,PLL,L->R,0
P06,HUD,PLL,R->C,0
P06,HUD,PLL,R->L,0
P06,HUD,PLL,R->R,0
P06,RAW,PLL,C->C,0.97916666666666663
P06,RAW,PLL,C->L,0.020833333333333325
P06,RAW,PLL,C->R,0
P06,RAW,PLL,L->C,0.25
P06,RAW,PLL,L->L,0
P06,RAW,PLL,L->R,0
P06,RAW,PLL,R->C,0
P06,RAW,PLL,R->L,0
P06,RAW,PLL,R->R,0
P06,HUD,PLR,C->C,0.81904761904761902
P06,HUD,PLR,C->L,0.02857142857142856
P06,HUD,PLR,C->R,0.15238095238095237
P06,HUD,PLR,L->C,0.10000000000000001
P06,HUD,PLR,L->L,0.10000000000000001
P06,HUD,PLR,L->R,0
P06,HUD,PLR,R->C,0.18214285714285713
P06,HUD,PLR,R->L,0
P06,HUD,PLR,R->R,0.41785714285714287
P06,RAW,PLR,C->C,0.95138888888888895
P06,RAW,PLR,C->L,0
P06,RAW,PLR,C->R,0.048611111111111105
P06,RAW,PLR,L->C,0
P06,RAW,PLR,L->L,0
P06,RAW,PLR,L->R,0
P06,RAW,PLR,R->C,0.25
P06,RAW,PLR,R->L,0
P06,RAW,PLR,R->R,0.083333333333333329
P06,HUD,PTL,C->C,0.78365800865800861
P06,HUD,PTL,C->L,0.17597402597402598
P06,HUD,PTL,C->R,0.040367965367965351
P06,HUD,PTL,L->C,0.36428571428571427
P06,HUD,PTL,L->L,0.2857142857142857
P06,HUD,PTL,L->R,0.064285714285714293
P06,HUD,PTL,R->C,0.35714285714285715
P06,HUD,PTL,R->L,0.17857142857142858
P06,HUD,PTL,R->R,0.17857142857142858
P06,RAW,PTL,C->C,0.82302202932455037
P06,RAW,PTL,C->L,0.10689455269287199
P06,RAW,PTL,C->R,0.070083417982577625
P06,RAW,PTL,L->C,0.5357142857142857
P06,RAW,PTL,L->L,0.40873015873015872
P06,RAW,PTL,L->R,0.055555555555555539
P06,RAW,PTL,R->C,0.22210884353741495
P06,RAW,PTL,R->L,0.04642857142857143
P06,RAW,PTL,R->R,0.30289115646258502
P06,HUD,PTR,C->C,0.78477633477633468
P06,HUD,PTR,C->L,0.065277777777777768
P06,HUD,PTR,C->R,0.14994588744588744
P06,HUD,PTR,L->C,0.34444444444444439
P06,HUD,PTR,L->L,0.12222222222222223
P06,HUD,PTR,L->R,0.033333333333333333
P06,HUD,PTR,R->C,0.25378787878787878
P06,HUD,PTR,R->L,0.01515151515151515
P06,HUD,PTR,R->R,0.39772727272727271
P06,RAW,PTR,C->C,0.72087455028631497
P06,RAW,PTR,C->L,0.15248509660274365
P06,RAW,PTR,C->R,0.12664035311094132
P06,RAW,PTR,L->C,0.24807422969187673
P06,RAW,PTR,L->L,0.32930672268907563
P06,RAW,PTR,L->R,0.25595238095238093
P06,RAW,PTR,R->C,0.37309368191721132
P06,RAW,PTR,R->L,0.18627450980392157
P06,RAW,PTR,R->R,0.27396514161220042
P06,HUD,S,C->C,0.8979708223375279
P06,HUD,S,C->L,0.041196343172472748
P06,HUD,S,C->R,0.060832834489999398
P06,HUD,S,L->C,0.32222222222222219
P06,HUD,S,L->L,0.1111111111111111
P06,HUD,S,L->R,0.033333333333333333
P06,HUD,S,R->C,0.47574074074074074
P06,HUD,S,R->L,0
P06,HUD,S,R->R,0.090925925925925924
P06,RAW,S,C->C,0.89945552795959793
P06,RAW,S,C->L,0.044165346441066872
P06,RAW,S,C->R,0.056379125599335195
P06,RAW,S,L->C,0.22973137973137975
P06,RAW,S,L->L,0.14633699633699632
P06,RAW,S,L->R,0.0085470085470085427
P06,RAW,S,R->C,0.40432692307692303
P06,RAW,S,R->L,0.040865384615384616
P06,RAW,S,R->R,0.13173076923076923
P06,HUD,TL,C->C,0.68911564625850341
P06,HUD,TL,C->L,0.26326530612244892
P06,HUD,TL,C->R,0.047619047619047603
P06,HUD,TL,L->C,0.26700680272108845
P06,HUD,TL,L->L,0.73299319727891166
P06,HUD,TL,L->R,0
P06,HUD,TL,R->C,0.047619047619047616
P06,HUD,TL,R->L,0.19047619047619047
P06,HUD,TL,R->R,0.047619047619047616
P06,RAW,TL,C->C,0.6899092970521542
P06,RAW,TL,C->L,0.28151927437641722
P06,RAW,TL,C->R,0.028571428571428574
P06,RAW,TL,L->C,0.32240259740259741
P06,RAW,TL,L->L,0.66461038961038965
P06,RAW,TL,L->R,0.012987012987012986
P06,RAW,TL,R->C,0.071428571428571425
P06,RAW,TL,R->L,0.14285714285714285
P06,RAW,TL,R->R,0.071428571428571425
P06,HUD,TR,C->C,0.82552910052910056
P06,HUD,TR,C->L,0.041666666666666664
P06,HUD,TR,C->R,0.13280423280423281
P06,HUD,TR,L->C,0
P06,HUD,TR,L->L,0.16666666666666666
P06,HUD,TR,L->R,0.33333333333333331
P06,HUD,TR,R->C,0.42142857142857143
P06,HUD,TR,R->L,0.083333333333333329
P06,HUD,TR,R->R,0.49523809523809526
P06,RAW,TR,C->C,0.53472222222222221
P06,RAW,TR,C->L,0.083333333333333329
P06,RAW,TR,C->R,0.38194444444444442
P06,RAW,TR,L->C,0.16666666666666666
P06,RAW,TR,L->L,0.083333333333333329
P06,RAW,TR,L->R,0.25
P06,RAW,TR,R->C,0.28454184704184698
P06,RAW,TR,R->L,0.011904761904761899
P06,RAW,TR,R->R,0.70355339105339099
P07,HUD,LL,C->C,0.98076923076923084
P07,HUD,LL,C->L,0.019230769230769225
P07,HUD,LL,C->R,0
P07,HUD,LL,L->C,0.5
P07,HUD,LL,L->L,0
P07,HUD,LL,L->R,0
P07,HUD,LL,R->C,0
P07,HUD,LL,R->L,0
P07,HUD,LL,R->R,0
P07,RAW,LL,C->C,0.95138888888888884
P07,RAW,LL,C->L,0.020833333333333325
P07,RAW,LL,C->R,0.027777777777777776
P07,RAW,LL,L->C,0.33333333333333331
P07,RAW,LL,L->L,0.16666666666666666
P07,RAW,LL,L->R,0
P07,RAW,LL,R->C,0.25
P07,RAW,LL,R->L,0
P07,RAW,LL,R->R,0
P07,HUD,LR,C->C,0.97113289760348576
P07,HUD,LR,C->L,0
P07,HUD,LR,C->R,0.02886710239651415
P07,HUD,LR,L->C,0
P07,HUD,LR,L->L,0
P07,HUD,LR,L->R,0
P07,HUD,LR,R->C,0.41666666666666669
P07,HUD,LR,R->L,0
P07,HUD,LR,R->R,0.083333333333333329
P07,RAW,LR,C->C,0.96345029239766078
P07,RAW,LR,C->L,0.016666666666666666
P07,RAW,LR,C->R,0.019883040935672499
P07,RAW,LR,L->C,0.16666666666666666
P07,RAW,LR,L->L,0
P07,RAW,LR,L->R,0
P07,RAW,LR,R->C,0.53333333333333333
P07,RAW,LR,R->L,0
P07,RAW,LR,R->R,0.13333333333333333
P07,HUD,PLL,C->C,0.5982142857142857
P07,HUD,PLL,C->L,0.4017857142857143
P07,HUD,PLL,C->R,0
P07,HUD,PLL,L->C,0.26884920634920634
P07,HUD,PLL,L->L,0.73115079365079361
P07,HUD,PLL,L->R,0
P07,HUD,PLL,R->C,0
P07,HUD,PLL,R->L,0
P07,HUD,PLL,R->R,0
P07,RAW,PLL,C->C,0.75714285714285712
P07,RAW,PLL,C->L,0.24285714285714283
P07,RAW,PLL,C->R,0
P07,RAW,PLL,L->C,0.46590909090909088
P07,RAW,PLL,L->L,0.28409090909090906
P07,RAW,PLL,L->R,0
P07,RAW,PLL,R->C,0
P07,RAW,PLL,R->L,0
P07,RAW,PLL,R->R,0
P07,HUD,PLR,C->C,0.67895437895437905
P07,HUD,PLR,C->L,0
P07,HUD,PLR,C->R,0.15437895437895435
P07,HUD,PLR,L->C,0
P07,HUD,PLR,L->L,0
P07,HUD,PLR,L->R,0
P07,HUD,PLR,R->C,0.31666666666666665
P07,HUD,PLR,R->L,0
P07,HUD,PLR,R->R,0.51666666666666672
P07,RAW,PLR,C->C,0.89392551892551897
P07,RAW,PLR,C->L,0
P07,RAW,PLR,C->R,0.10607448107448104
P07,RAW,PLR,L->C,0
P07,RAW,PLR,L->L,0
P07,RAW,PLR,L->R,0
P07,RAW,PLR,R->C,0.47222222222222227
P07,RAW,PLR,R->L,0
P07,RAW,PLR,R->R,0.19444444444444442
P07,HUD,PTL,C->C,0.81395271395271407
P07,HUD,PTL,C->L,0.16207126207126207
P07,HUD,PTL,C->R,0.023976023976023973
P07,HUD,PTL,L->C,0.23015873015873017
P07,HUD,PTL,L->L,0.67063492063492069
P07,HUD,PTL,L->R,0.099206349206349201
P07,HUD,PTL,R->C,0.083333333333333329
P07,HUD,PTL,R->L,0.22619047619047619
P07,HUD,PTL,R->R,0.26190476190476192
P07,RAW,PTL,C->C,0.84344788267544968
P07,RAW,PTL,C->L,0.1146059475522935
P07,RAW,PTL,C->R,0.041946169772256722
P07,RAW,PTL,L->C,0.23682745825602969
P07,RAW,PTL,L->L,0.58817254174397038
P07,RAW,PTL,L->R,0.032142857142857147
P07,RAW,PTL,R->C,0.05612244897959183
P07,RAW,PTL,R->L,0.16326530612244897
P07,RAW,PTL,R->R,0.20918367346938777
P07,HUD,PTR,C->C,0.7583333333333333
P07,HUD,PTR,C->L,0.10694444444444444
P07,HUD,PTR,C->R,0.13472222222222222
P07,HUD,PTR,L->C,0.27777777777777773
P07,HUD,PTR,L->L,0.19444444444444442
P07,HUD,PTR,L->R,0.19444444444444442
P07,HUD,PTR,R->C,0.22222222222222221
P07,HUD,PTR,R->L,0
P07,HUD,PTR,R->R,0.61111111111111105
P07,RAW,PTR,C->C,0.82119942927301137
P07,RAW,PTR,C->L,0.10832497240264229
P07,RAW,PTR,C->R,0.07047559832434637
P07,RAW,PTR,L->C,0.33525641025641023
P07,RAW,PTR,L->L,0.4102564102564103
P07,RAW,PTR,L->R,0.087820512820512828
P07,RAW,PTR,R->C,0.044444444444444432
P07,RAW,PTR,R->L,0.24722222222222223
P07,RAW,PTR,R->R,0.375
P07,HUD,S,C->C,0.93238657465241548
P07,HUD,S,C->L,0.052283942611673462
P07,HUD,S,C->R,0.015329482735911093
P07,HUD,S,L->C,0.32197994987468675
P07,HUD,S,L->L,0.20718671679197995
P07,HUD,S,L->R,0.0041666666666666666
P07,HUD,S,R->C,0.150997150997151
P07,HUD,S,R->L,0
P07,HUD,S,R->R,0.08233618233618234
P07,RAW,S,C->C,0.92137811678135695
P07,RAW,S,C->L,0.05160748045789746
P07,RAW,S,C->R,0.027014402760745463
P07,RAW,S,L->C,0.3360092426952892
P07,RAW,S,L->L,0.1895920294176108
P07,RAW,S,L->R,0.01286026634863844
P07,RAW,S,R->C,0.32701465201465207
P07,RAW,S,R->L,0.032051282051282048
P07,RAW,S,R->R,0.14093406593406593
P07,HUD,TL,C->C,0.63775510204081631
P07,HUD,TL,C->L,0.36224489795918363
P07,HUD,TL,C->R,0
P07,HUD,TL,L->C,0.23743617493617492
P07,HUD,TL,L->L,0.76256382506382514
P07,HUD,TL,L->R,0
P07,HUD,TL,R->C,0
P07,HUD,TL,R->L,0.11904761904761904
P07,HUD,TL,R->R,0.16666666666666666
P07,RAW,TL,C->C,0.7795918367346939
P07,RAW,TL,C->L,0.2204081632653061
P07,RAW,TL,C->R,0
P07,RAW,TL,L->C,0.22732683982683982
P07,RAW,TL,L->L,0.7488636363636364
P07,RAW,TL,L->R,0.023809523809523801
P07,RAW,TL,R->C,0
P07,RAW,TL,R->L,0.26190476190476192
P07,RAW,TL,R->R,0.16666666666666666
P07,HUD,TR,C->C,0.79166666666666663
P07,HUD,TR,C->L,0.020833333333333332
P07,HUD,TR,C->R,0.1875
P07,HUD,TR,L->C,0.055555555555555552
P07,HUD,TR,L->L,0.055555555555555552
P07,HUD,TR,L->R,0.055555555555555552
P07,HUD,TR,R->C,0.40873015873015867
P07,HUD,TR,R->L,0.018518518518518517
P07,HUD,TR,R->R,0.57275132275132279
P07,RAW,TR,C->C,0.14285714285714285
P07,RAW,TR,C->L,0
P07,RAW,TR,C->R,0.69047619047619035
P07,RAW,TR,L->C,0
P07,RAW,TR,L->L,0
P07,RAW,TR,L->R,0.16666666666666666
P07,RAW,TR,R->C,0.15742296918767504
P07,RAW,TR,R->L,0.041666666666666664
P07,RAW,TR,R->R,0.80091036414565819
P08,HUD,LL,C->C,1
P08,HUD,LL,C->L,0
P08,HUD,LL,C->R,0
P08,HUD,LL,L->C,0
P08,HUD,LL,L->L,0
P08,HUD,LL,L->R,0
P08,HUD,LL,R->C,0
P08,HUD,LL,R->L,0
P08,HUD,LL,R->R,0
P08,RAW,LL,C->C,1
P08,RAW,LL,C->L,0
P08,RAW,LL,C->R,0
P08,RAW,LL,L->C,0
P08,RAW,LL,L->L,0
P08,RAW,LL,L->R,0
P08,RAW,LL,R->C,0
P08,RAW,LL,R->L,0
P08,RAW,LL,R->R,0
P08,HUD,LR,C->C,1
P08,HUD,LR,C->L,0
P08,HUD,LR,C->R,0
P08,HUD,LR,L->C,0.16666666666666666
P08,HUD,LR,L->L,0
P08,HUD,LR,L->R,0
P08,HUD,LR,R->C,0
P08,HUD,LR,R->L,0
P08,HUD,LR,R->R,0
P08,RAW,LR,C->C,0.94670329670329678
P08,RAW,LR,C->L,0.041391941391941384
P08,RAW,LR,C->R,0.011904761904761899
P08,RAW,LR,L->C,0.25
P08,RAW,LR,L->L,0.083333333333333329
P08,RAW,LR,L->R,0
P08,RAW,LR,R->C,0.16666666666666666
P08,RAW,LR,R->L,0
P08,RAW,LR,R->R,0
P08,HUD,PLL,C->C,1
P08,HUD,PLL,C->L,0
P08,HUD,PLL,C->R,0
P08,HUD,PLL,L->C,0
P08,HUD,PLL,L->L,0
P08,HUD,PLL,L->R,0
P08,HUD,PLL,R->C,0
P08,HUD,PLL,R->L,0
P08,HUD,PLL,R->R,0
P08,RAW,PLL,C->C,0.984375
P08,RAW,PLL,C->L,0.015625
P08,RAW,PLL,C->R,0
P08,RAW,PLL,L->C,0.25
P08,RAW,PLL,L->L,0
P08,RAW,PLL,L->R,0
P08,RAW,PLL,R->C,0
P08,RAW,PLL,R->L,0
P08,RAW,PLL,R->R,0
P08,HUD,PLR,C->C,1
P08,HUD,PLR,C->L,0
P08,HUD,PLR,C->R,0
P08,HUD,PLR,L->C,0
P08,HUD,PLR,L->L,0
P08,HUD,PLR,L->R,0
P08,HUD,PLR,R->C,0
P08,HUD,PLR,R->L,0
P08,HUD,PLR,R->R,0
P08,RAW,PLR,C->C,1
P08,RAW,PLR,C->L,0
P08,RAW,PLR,C->R,0
P08,RAW,PLR,L->C,0
P08,RAW,PLR,L->L,0
P08,RAW,PLR,L->R,0
P08,RAW,PLR,R->C,0
P08,RAW,PLR,R->L,0
P08,RAW,PLR,R->R,0
P08,HUD,PTL,C->C,0.81588173731030877
P08,HUD,PTL,C->L,0.17459445316588171
P08,HUD,PTL,C->R,0.0095238095238095143
P08,HUD,PTL,L->C,0.12755102040816324
P08,HUD,PTL,L->L,0.69727891156462596
P08,HUD,PTL,L->R,0.032312925170068015
P08,HUD,PTL,R->C,0.2857142857142857
P08,HUD,PTL,R->L,0.071428571428571425
P08,HUD,PTL,R->R,0.071428571428571425
P08,RAW,PTL,C->C,0.9011808537782563
P08,RAW,PTL,C->L,0.089672837984526271
P08,RAW,PTL,C->R,0.0091463082372173158
P08,RAW,PTL,L->C,0.25969387755102041
P08,RAW,PTL,L->L,0.56513605442176862
P08,RAW,PTL,L->R,0.032312925170068015
P08,RAW,PTL,R->C,0.37142857142857144
P08,RAW,PTL,R->L,0.14285714285714285
P08,RAW,PTL,R->R,0.19999999999999998
P08,HUD,PTR,C->C,0.89536852036852033
P08,HUD,PTR,C->L,0
P08,HUD,PTR,C->R,0.1046314796314796
P08,HUD,PTR,L->C,0.16666666666666666
P08,HUD,PTR,L->L,0
P08,HUD,PTR,L->R,0.16666666666666666
P08,HUD,PTR,R->C,0.16666666666666666
P08,HUD,PTR,R->L,0.032581453634085197
P08,HUD,PTR,R->R,0.46741854636591479
P08,RAW,PTR,C->C,0.8211774608833432
P08,RAW,PTR,C->L,0.095063025210084015
P08,RAW,PTR,C->R,0.0837595139065727
P08,RAW,PTR,L->C,0.52222222222222225
P08,RAW,PTR,L->L,0.12777777777777777
P08,RAW,PTR,L->R,0.016666666666666666
P08,RAW,PTR,R->C,0.15277777777777776
P08,RAW,PTR,R->L,0.19444444444444442
P08,RAW,PTR,R->R,0.65277777777777779
P08,HUD,S,C->C,0.94726527389945381
P08,HUD,S,C->L,0.011964344073126193
P08,HUD,S,C->R,0.007437048694086631
P08,HUD,S,L->C,0.33333333333333331
P08,HUD,S,L->L,0.016666666666666666
P08,HUD,S,L->R,0.016666666666666666
P08,HUD,S,R->C,0.16111111111111109
P08,HUD,S,R->L,0.033333333333333333
P08,HUD,S,R->R,0.038888888888888883
P08,RAW,S,C->C,0.91847335147072606
P08,RAW,S,C->L,0.029946901824796007
P08,RAW,S,C->R,0.015865460990192249
P08,RAW,S,L->C,0.19246031746031747
P08,RAW,S,L->L,0.093253968253968256
P08,RAW,S,L->R,0
P08,RAW,S,R->C,0.14523809523809522
P08,RAW,S,R->L,0
P08,RAW,S,R->R,0.069047619047619038
P08,HUD,TL,C->C,0.70000000000000007
P08,HUD,TL,C->L,0.29999999999999993
P08,HUD,TL,C->R,0
P08,HUD,TL,L->C,0.17615440115440112
P08,HUD,TL,L->L,0.82384559884559894
P08,HUD,TL,L->R,0
P08,HUD,TL,R->C,0
P08,HUD,TL,R->L,0.14285714285714285
P08,HUD,TL,R->R,0
P08,RAW,TL,C->C,0.88673469387755099
P08,RAW,TL,C->L,0.11326530612244898
P08,RAW,TL,C->R,0
P08,RAW,TL,L->C,0.11860956503813644
P08,RAW,TL,L->L,0.88139043496186353
P08,RAW,TL,L->R,0
P08,RAW,TL,R->C,0.14285714285714285
P08,RAW,TL,R->L,0.14285714285714285
P08,RAW,TL,R->R,0
P08,HUD,TR,C->C,0.81944444444444431
P08,HUD,TR,C->L,0.041666666666666664
P08,HUD,TR,C->R,0.13888888888888887
P08,HUD,TR,L->C,0
P08,HUD,TR,L->L,0
P08,HUD,TR,L->R,0
P08,HUD,TR,R->C,0.28928571428571431
P08,HUD,TR,R->L,0
P08,HUD,TR,R->R,0.71071428571428574
P08,RAW,TR,C->C,0.625
P08,RAW,TR,C->L,0
P08,RAW,TR,C->R,0.041666666666666664
P08,RAW,TR,L->C,0
P08,RAW,TR,L->L,0
P08,RAW,TR,L->R,0
P08,RAW,TR,R->C,0.10258838383838381
P08,RAW,TR,R->L,0
P08,RAW,TR,R->R,0.89741161616161624
P09,HUD,LL,C->C,0.92868589743589747
P09,HUD,LL,C->L,0.040064102564102547
P09,HUD,LL,C->R,0.03125
P09,HUD,LL,L->C,0.35416666666666663
P09,HUD,LL,L->L,0.39583333333333331
P09,HUD,LL,L->R,0
P09,HUD,LL,R->C,0.25
P09,HUD,LL,R->L,0
P09,HUD,LL,R->R,0
P09,RAW,LL,C->C,0.96875
P09,RAW,LL,C->L,0
P09,RAW,LL,C->R,0.03125
P09,RAW,LL,L->C,0
P09,RAW,LL,L->L,0
P09,RAW,LL,L->R,0
P09,RAW,LL,R->C,0.25
P09,RAW,LL,R->L,0
P09,RAW,LL,R->R,0
P09,HUD,LR,C->C,0.9265151515151514
P09,HUD,LR,C->L,0
P09,HUD,LR,C->R,0.073484848484848486
P09,HUD,LR,L->C,0
P09,HUD,LR,L->L,0
P09,HUD,LR,L->R,0
P09,HUD,LR,R->C,0.33333333333333331
P09,HUD,LR,R->L,0
P09,HUD,LR,R->R,0.16666666666666666
P09,RAW,LR,C->C,0.8125
P09,RAW,LR,C->L,0
P09,RAW,LR,C->R,0.020833333333333332
P09,RAW,LR,L->C,0
P09,RAW,LR,L->L,0
P09,RAW,LR,L->R,0
P09,RAW,LR,R->C,0.1111111111111111
P09,RAW,LR,R->L,0
P09,RAW,LR,R->R,0.055555555555555552
P09,HUD,PLL,C->C,0.53611111111111109
P09,HUD,PLL,C->L,0.46388888888888891
P09,HUD,PLL,C->R,0
P09,HUD,PLL,L->C,0.37619047619047613
P09,HUD,PLL,L->L,0.62380952380952381
P09,HUD,PLL,L->R,0
P09,HUD,PLL,R->C,0
P09,HUD,PLL,R->L,0
P09,HUD,PLL,R->R,0
P09,RAW,PLL,C->C,0.89610389610389607
P09,RAW,PLL,C->L,0.10389610389610388
P09,RAW,PLL,C->R,0
P09,RAW,PLL,L->C,0.27500000000000002
P09,RAW,PLL,L->L,0.22500000000000001
P09,RAW,PLL,L->R,0
P09,RAW,PLL,R->C,0
P09,RAW,PLL,R->L,0
P09,RAW,PLL,R->R,0
P09,HUD,PLR,C->C,0.59238095238095234
P09,HUD,PLR,C->L,0
P09,HUD,PLR,C->R,0.4076190476190476
P09,HUD,PLR,L->C,0
P09,HUD,PLR,L->L,0
P09,HUD,PLR,L->R,0
P09,HUD,PLR,R->C,0.48833333333333329
P09,HUD,PLR,R->L,0
P09,HUD,PLR,R->R,0.51166666666666671
P09,RAW,PLR,C->C,0.92939814814814825
P09,RAW,PLR,C->L,0
P09,RAW,PLR,C->R,0.070601851851851846
P09,RAW,PLR,L->C,0
P09,RAW,PLR,L->L,0
P09,RAW,PLR,L->R,0
P09,RAW,PLR,R->C,0.41666666666666669
P09,RAW,PLR,R->L,0
P09,RAW,PLR,R->R,0.083333333333333329
P09,HUD,PTL,C->C,0.75045351473922906
P09,HUD,PTL,C->L,0.12301587301587301
P09,HUD,PTL,C->R,0.12653061224489795
P09,HUD,PTL,L->C,0.5714285714285714
